product name full,product link,price,review-count,thumbnail,categories,subcategories
Shimano CS-R8000 11-speed Ultegra Cassette,https://www.bike-components.de/en/Shimano/CS-R8000-11-speed-Ultegra-Cassette-p58015/,from 45.80€,1,https://static.bike-components.de/cache/p/s1/5/8/Shimano-CS-R8000-11-speed-Ultegra-Cassette-58015-0-1534321803.jpeg,Drivetrain,Cassettes
Shimano XT CS-M8000 11-speed Cassette,https://www.bike-components.de/en/Shimano/XT-CS-M8000-11-speed-Cassette-p43966/,from 57.13€,21,https://static.bike-components.de/cache/p/s1/4/3/Shimano-XT-CS-M8000-11-speed-Cassette-43966-0-1481258124.jpeg,Drivetrain,Cassettes
Shimano XT CS-M771-10 10-speed Cassette,https://www.bike-components.de/en/Shimano/XT-CS-M771-10-10-speed-Cassette-p24985/,from 39.49€,44,https://static.bike-components.de/cache/p/s1/2/4/Shimano-XT-CS-M771-10-10-speed-Cassette-24985-0-1481261795.jpeg,Drivetrain,Cassettes
Shimano CS-HG500-10 10-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG500-10-10-speed-Cassette-p43864/,from 16.80€,7,https://static.bike-components.de/cache/p/s1/4/3/Shimano-CS-HG500-10-10-speed-Cassette-43864-0-1499436837.jpeg,Drivetrain,Cassettes
SRAM XG-1275 12-speed Cassette for GX Eagle - 2018 Model,https://www.bike-components.de/en/SRAM/XG-1275-12-speed-Cassette-for-GX-Eagle-2018-Model-p57614/,113.45 €,3,https://static.bike-components.de/cache/p/s1/5/7/SRAM-XG-1275-12-speed-Cassette-for-GX-Eagle-2018-Model-57614-0-1539761465.jpeg,Drivetrain,Cassettes
Shimano CS-HG400-9 9-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG400-9-9-speed-Cassette-p40155/,from 11.34€,17,https://static.bike-components.de/cache/p/s1/4/0/Shimano-CS-HG400-9-9-speed-Cassette-40155-0-1536308791.jpeg,Drivetrain,Cassettes
Shimano 105 CS-R7000 11-speed Cassette,https://www.bike-components.de/en/Shimano/105-CS-R7000-11-speed-Cassette-p62071/,33.61 €,3,https://static.bike-components.de/cache/p/s1/6/2/Shimano-105-CS-R7000-11-speed-Cassette-62071-0-1527257754.jpeg,Drivetrain,Cassettes
SRAM XG-1295 12-speed Cassette for X01 / XX1 Eagle - 2017 Model,https://www.bike-components.de/en/SRAM/XG-1295-12-speed-Cassette-for-X01-XX1-Eagle-2017-Model-p49388/,234.45 €,1,https://static.bike-components.de/cache/p/s1/4/9/SRAM-XG-1295-12-speed-Cassette-for-X01-XX1-Eagle-2017-Model-49388-0-1481268850.jpeg,Drivetrain,Cassettes
Shimano Ultegra CS-6700 10-speed Cassette,https://www.bike-components.de/en/Shimano/Ultegra-CS-6700-10-speed-Cassette-p22072/,from 42.01€,28,https://static.bike-components.de/cache/p/s1/2/2/Shimano-Ultegra-CS-6700-10-speed-Cassette-22072-0-1481268404.jpeg,Drivetrain,Cassettes
SRAM XG-1150 11-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1150-11-speed-Cassette-p43639/,71.42 €,12,https://static.bike-components.de/cache/p/s1/4/3/SRAM-XG-1150-11-speed-Cassette-43639-0-1481268069.jpeg,Drivetrain,Cassettes
e*thirteen TRS+ 12-speed Cassette - OEM Packaging,https://www.bike-components.de/en/e-thirteen/TRS-12-speed-Cassette-OEM-Packaging-p66335/,138.66 €,,https://static.bike-components.de/cache/p/s1/6/6/e-thirteen-TRS-12-speed-Cassette-OEM-Packaging-66335-0-1535452344.jpeg,Drivetrain,Cassettes
Shimano XT CS-M770 9-speed Cassette,https://www.bike-components.de/en/Shimano/XT-CS-M770-9-speed-Cassette-p16322/,42.01 €,31,https://static.bike-components.de/cache/p/s1/1/6/Shimano-XT-CS-M770-9-speed-Cassette-16322-0-1481263082.jpeg,Drivetrain,Cassettes
Shimano CS-M700 SLX 11-speed Cassette,https://www.bike-components.de/en/Shimano/CS-M700-SLX-11-speed-Cassette-p49889/,from 40.33€,1,,Drivetrain,Cassettes
SRAM XG-1299 12-speed Cassette for X01 / XX1 Eagle - 2017 Model,https://www.bike-components.de/en/SRAM/XG-1299-12-speed-Cassette-for-X01-XX1-Eagle-2017-Model-p49389/,276.47 €,1,,Drivetrain,Cassettes
KCNC MTB 12-fach Kassette,https://www.bike-components.de/en/KCNC/MTB-12-fach-Kassette-p69312/,209.24 €,,,Drivetrain,Cassettes
Shimano Sprocket for XT CS-M8000 11-speed,https://www.bike-components.de/en/Shimano/Sprocket-for-XT-CS-M8000-11-speed-p57704/,from 2.51€,1,,Drivetrain,Cassettes
SRAM PG-1130 11-speed Cassette for Apex 1 / NX,https://www.bike-components.de/en/SRAM/PG-1130-11-speed-Cassette-for-Apex-1-NX-p49162/,46.21 €,1,,Drivetrain,Cassettes
SRAM PG-1230 12-speed Cassette for NX Eagle - 2018 Model,https://www.bike-components.de/en/SRAM/PG-1230-12-speed-Cassette-for-NX-Eagle-2018-Model-p65011/,67.22 €,,,Drivetrain,Cassettes
SRAM XG-1175 11-speed Cassette - Model 2018,https://www.bike-components.de/en/SRAM/XG-1175-11-speed-Cassette-Model-2018-p57688/,105.04 €,1,,Drivetrain,Cassettes
SunRace CSMX8 11-speed Cassette,https://www.bike-components.de/en/SunRace/CSMX8-11-speed-Cassette-p70415/,from 44.96€,,,Drivetrain,Cassettes
Shimano CS-HG81-10 10-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG81-10-10-speed-Cassette-p25082/,from 28.15€,17,,Drivetrain,Cassettes
Shimano CS-HG800-11 11-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG800-11-11-speed-Cassette-p58013/,54.61 €,1,,Drivetrain,Cassettes
SRAM PG-1170 11-speed Cassette,https://www.bike-components.de/en/SRAM/PG-1170-11-speed-Cassette-p35572/,from 50.00€,6,,Drivetrain,Cassettes
Shimano CS-HG50-10 10-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG50-10-10-speed-Cassette-p36936/,21.84 €,3,,Drivetrain,Cassettes
SRAM PG-1070 10-speed Cassette for Force / Rival / X9 Drivetrains,https://www.bike-components.de/en/SRAM/PG-1070-10-speed-Cassette-for-Force-Rival-X9-Drivetrains-p22385/,from  45.37€,13,https://static.bike-components.de/cache/p/s1/2/2/SRAM-PG-1070-10-speed-Cassette-for-Force-Rival-X9-Drivetrains-22385-0-1481258911.jpeg,Drivetrain,Cassettes
SRAM XG-1270 12-speed Cassette for Force,https://www.bike-components.de/en/SRAM/XG-1270-12-speed-Cassette-for-Force-p68755/,from  116.81€,,https://static.bike-components.de/cache/p/s1/6/8/SRAM-XG-1270-12-speed-Cassette-for-Force-68755-0-1551358211.jpeg,Drivetrain,Cassettes
Shimano 105 CS-5700 10-speed Cassette,https://www.bike-components.de/en/Shimano/105-CS-5700-10-speed-Cassette-p24994/,from  28.56€,19,https://static.bike-components.de/cache/p/s1/2/4/Shimano-105-CS-5700-10-speed-Cassette-24994-0-1550744579.jpeg,Drivetrain,Cassettes
Shimano CS-R9100 Dura Ace 11-speed Cassette,https://www.bike-components.de/en/Shimano/CS-R9100-Dura-Ace-11-speed-Cassette-p51413/,from  167.23€,1,https://static.bike-components.de/cache/p/s1/5/1/Shimano-CS-R9100-Dura-Ace-11-speed-Cassette-51413-0-1521458402.jpeg,Drivetrain,Cassettes
Shimano CS-HG51-8 8-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG51-8-8-speed-Cassette-p29417/,from  10.92€,15,https://static.bike-components.de/cache/p/s1/2/9/Shimano-CS-HG51-8-8-speed-Cassette-29417-0-1481256332.jpeg,Drivetrain,Cassettes
Shimano CS-HG41-8 8-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG41-8-8-speed-Cassette-p29617/,from  7.98€,6,https://static.bike-components.de/cache/p/s1/2/9/Shimano-CS-HG41-8-8-speed-Cassette-29617-0-1481267345.jpeg,Drivetrain,Cassettes
Miche Light Primato Shimano 11-speed Cassette,https://www.bike-components.de/en/Miche/Light-Primato-Shimano-11-speed-Cassette-p56168/,57.10 €,,https://static.bike-components.de/cache/p/s1/5/6/Miche-Light-Primato-Shimano-11-speed-Cassette-56168-0-1489077116.jpeg,Drivetrain,Cassettes
Campagnolo Veloce 10-speed Cassette,https://www.bike-components.de/en/Campagnolo/Veloce-10-speed-Cassette-p19190/,from  32.73€,6,https://static.bike-components.de/cache/p/s1/1/9/Campagnolo-Veloce-10-speed-Cassette-19190-0-1481260564.jpeg,Drivetrain,Cassettes
SRAM XG-1195 11-speed Cassette for XX1 / X01 Drivetrains,https://www.bike-components.de/en/SRAM/XG-1195-11-speed-Cassette-for-XX1-X01-Drivetrains-p36108/,200.84 €,5,https://static.bike-components.de/cache/p/s1/3/6/SRAM-XG-1195-11-speed-Cassette-for-XX1-X01-Drivetrains-36108-0-1481257959.jpeg,Drivetrain,Cassettes
SRAM PG-1130 11-speed Cassette,https://www.bike-components.de/en/SRAM/PG-1130-11-speed-Cassette-p40216/,from  33.19€,2,https://static.bike-components.de/cache/p/s1/4/0/SRAM-PG-1130-11-speed-Cassette-40216-0-1481267379.jpeg,Drivetrain,Cassettes
Shimano CS-HG200-9 9-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG200-9-9-speed-Cassette-p43021/,from  10.50€,2,https://static.bike-components.de/cache/p/s1/4/3/Shimano-CS-HG200-9-9-speed-Cassette-43021-0-1481260304.jpeg,Drivetrain,Cassettes
SRAM PG-1030 Cassette,https://www.bike-components.de/en/SRAM/PG-1030-Cassette-p29554/,from  27.31€,8,https://static.bike-components.de/cache/p/s1/2/9/SRAM-PG-1030-Cassette-29554-0-1481263810.jpeg,Drivetrain,Cassettes
SRAM XG-1190 11-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1190-11-speed-Cassette-p47041/,from  184.03€,,,Drivetrain,Cassettes
Shimano CS-HG700-11 11-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG700-11-11-speed-Cassette-p62072/,36.13 €,,,Drivetrain,Cassettes
SunRace CSMX80 11-speed Cassette,https://www.bike-components.de/en/SunRace/CSMX80-11-speed-Cassette-p70442/,from  60.92€,2,,Drivetrain,Cassettes
Campagnolo Chorus 11-speed Cassette,https://www.bike-components.de/en/Campagnolo/Chorus-11-speed-Cassette-p19516/,from  88.24€,9,,Drivetrain,Cassettes
Shimano XT CS-M760 / CS-M770 9-speed Sprocket,https://www.bike-components.de/en/Shimano/XT-CS-M760-CS-M770-9-speed-Sprocket-p25232/,from  2.51€,4,,Drivetrain,Cassettes
Shimano CS-HG41-7 7-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG41-7-7-speed-Cassette-p29616/,8.82 €,9,,Drivetrain,Cassettes
Shimano Claris CS-HG50-8 8-speed Cassette,https://www.bike-components.de/en/Shimano/Claris-CS-HG50-8-8-speed-Cassette-p35939/,from  8.82€,6,,Drivetrain,Cassettes
Shimano Sprocket for XT CS-M771 10-speed,https://www.bike-components.de/en/Shimano/Sprocket-for-XT-CS-M771-10-speed-p58392/,from  2.51€,10,,Drivetrain,Cassettes
SunRace CSMX3 10-speed Cassette,https://www.bike-components.de/en/SunRace/CSMX3-10-speed-Cassette-p70414/,from  42.01€,1,,Drivetrain,Cassettes
Miche Primato Shimano 10-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Shimano-10-speed-Cassette-p10134/,from  29.37€,1,,Drivetrain,Cassettes
Shimano Dura Ace CS-7900 10-speed Cassette,https://www.bike-components.de/en/Shimano/Dura-Ace-CS-7900-10-speed-Cassette-p19138/,from  113.45€,2,,Drivetrain,Cassettes
SRAM XG-1080 10-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1080-10-speed-Cassette-p26724/,130.25 €,6,,Drivetrain,Cassettes
SRAM XG-1199 XD 11-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1199-XD-11-speed-Cassette-p32555/,200.84 €,9,https://static.bike-components.de/cache/p/s1/3/2/SRAM-XG-1199-XD-11-speed-Cassette-32555-0-1481263772.jpeg,Drivetrain,Cassettes
Shimano Ultegra CS-6800 11-speed Cassette,https://www.bike-components.de/en/Shimano/Ultegra-CS-6800-11-speed-Cassette-p35832/,from  47.89€,9,https://static.bike-components.de/cache/p/s1/3/5/Shimano-Ultegra-CS-6800-11-speed-Cassette-35832-0-1481262104.jpeg,Drivetrain,Cassettes
SunRace CSMZ90 12-speed Cassette,https://www.bike-components.de/en/SunRace/CSMZ90-12-speed-Cassette-p70443/,from  70.17€,,https://static.bike-components.de/cache/p/s1/7/0/SunRace-CSMZ90-12-speed-Cassette-70443-0-1551181064.jpeg,Drivetrain,Cassettes
Shimano CS-HG50-8 8-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG50-8-8-speed-Cassette-p14596/,from  13.44€,4,https://static.bike-components.de/cache/p/s1/1/4/Shimano-CS-HG50-8-8-speed-Cassette-14596-0-1550819575.jpeg,Drivetrain,Cassettes
SRAM PG-1050 10-speed Cassette for Apex / X7 / GX,https://www.bike-components.de/en/SRAM/PG-1050-10-speed-Cassette-for-Apex-X7-GX-p25454/,from  35.29€,3,https://static.bike-components.de/cache/p/s1/2/5/SRAM-PG-1050-10-speed-Cassette-for-Apex-X7-GX-25454-0-1481262140.jpeg,Drivetrain,Cassettes
Campagnolo Centaur 10-speed Cassette,https://www.bike-components.de/en/Campagnolo/Centaur-10-speed-Cassette-p25852/,from  64.66€,4,https://static.bike-components.de/cache/p/s1/2/5/Campagnolo-Centaur-10-speed-Cassette-25852-0-1481257219.jpeg,Drivetrain,Cassettes
Shimano Sora CS-HG50-9 9-speed Cassette,https://www.bike-components.de/en/Shimano/Sora-CS-HG50-9-9-speed-Cassette-p37934/,15.12 €,2,https://static.bike-components.de/cache/p/s1/3/7/Shimano-Sora-CS-HG50-9-9-speed-Cassette-37934-0-1481266815.jpeg,Drivetrain,Cassettes
e*thirteen TRS+ Aluminium Sprocket for TRS+ 11-speed Cassettes,https://www.bike-components.de/en/e-thirteen/TRS-Aluminium-Sprocket-for-TRS-11-speed-Cassettes-p47085/,108.40 €,,https://static.bike-components.de/cache/p/s1/4/7/e-thirteen-TRS-Aluminium-Sprocket-for-TRS-11-speed-Cassettes-47085-0-1481268351.jpeg,Drivetrain,Cassettes
SRAM PG-720 7-speed Cassette for GX DH,https://www.bike-components.de/en/SRAM/PG-720-7-speed-Cassette-for-GX-DH-p49967/,20.59 €,4,https://static.bike-components.de/cache/p/s1/4/9/SRAM-PG-720-7-speed-Cassette-for-GX-DH-49967-0-1481267952.jpeg,Drivetrain,Cassettes
e*thirteen TRS Race Aluminium Sprocket for TRS Race 11-speed Cassettes,https://www.bike-components.de/en/e-thirteen/TRS-Race-Aluminium-Sprocket-for-TRS-Race-11-speed-Cassettes-p59257/,108.40 €,,,Drivetrain,Cassettes
SRAM XG-1290 12-speed Cassette for Red,https://www.bike-components.de/en/SRAM/XG-1290-12-speed-Cassette-for-Red-p68756/,from  217.65€,,,Drivetrain,Cassettes
Shimano Ultegra CS-6500 9-speed Cassette,https://www.bike-components.de/en/Shimano/Ultegra-CS-6500-9-speed-Cassette-p928/,from  33.19€,8,,Drivetrain,Cassettes
Campagnolo Super Record 11-speed Cassette,https://www.bike-components.de/en/Campagnolo/Super-Record-11-speed-Cassette-p19520/,from  226.05€,1,,Drivetrain,Cassettes
SRAM PG-990 9-speed Cassette,https://www.bike-components.de/en/SRAM/PG-990-9-speed-Cassette-p22447/,50.00 €,14,,Drivetrain,Cassettes
Shimano Tiagra / Sora CS-HG50-9 9-speed Cassette,https://www.bike-components.de/en/Shimano/Tiagra-Sora-CS-HG50-9-9-speed-Cassette-p3801/,from  14.28€,6,,Drivetrain,Cassettes
Shimano XTR CS-M9000 11-speed Cassette - Closeout,https://www.bike-components.de/en/Shimano/XTR-CS-M9000-11-speed-Cassette-Closeout-p39935/,180.67 €,3,,Drivetrain,Cassettes
Shimano XTR CS-M9001 11-speed Cassette,https://www.bike-components.de/en/Shimano/XTR-CS-M9001-11-speed-Cassette-p43867/,167.23 €,,,Drivetrain,Cassettes
Miche Light Primato Campagnolo 11-speed cassette,https://www.bike-components.de/en/Miche/Light-Primato-Campagnolo-11-speed-cassette-p56573/,from  50.38€,2,,Drivetrain,Cassettes
Campagnolo Centaur 11 11-speed Cassette - 2018 Model,https://www.bike-components.de/en/Campagnolo/Centaur-11-11-speed-Cassette-2018-Model-p57672/,from  47.86€,,,Drivetrain,Cassettes
Shimano CS-HG201-9 9-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG201-9-9-speed-Cassette-p58788/,11.34 €,1,,Drivetrain,Cassettes
e*thirteen TRS Race Steel Sprocket for TRS Race 11-speed Cassettes,https://www.bike-components.de/en/e-thirteen/TRS-Race-Steel-Sprocket-for-TRS-Race-11-speed-Cassettes-p59259/,167.23 €,,,Drivetrain,Cassettes
Miche Primato Campagnolo 8-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Campagnolo-8-speed-Cassette-p807/,from  17.61€,7,,Drivetrain,Cassettes
SRAM PG-950 9-speed MTB Cassette,https://www.bike-components.de/en/SRAM/PG-950-9-speed-MTB-Cassette-p9068/,from  15.55€,5,,Drivetrain,Cassettes
SRAM PG-850 8-speed MTB Cassette,https://www.bike-components.de/en/SRAM/PG-850-8-speed-MTB-Cassette-p22565/,12.18 €,11,,Drivetrain,Cassettes
Shimano XTR CS-M980 10-speed Cassette,https://www.bike-components.de/en/Shimano/XTR-CS-M980-10-speed-Cassette-p25198/,from  172.27€,5,https://static.bike-components.de/cache/p/s1/2/5/Shimano-XTR-CS-M980-10-speed-Cassette-25198-0-1481258283.jpeg,Drivetrain,Cassettes
Campagnolo Steel Sprocket for Super Record / Record / Chorus 11-speed,https://www.bike-components.de/en/Campagnolo/Steel-Sprocket-for-Super-Record-Record-Chorus-11-speed-p32025/,from  12.56€,1,https://static.bike-components.de/cache/p/s1/3/2/Campagnolo-Steel-Sprocket-for-Super-Record-Record-Chorus-11-speed-32025-0-1481258493.jpeg,Drivetrain,Cassettes
SRAM PG-970 9-speed MTB Cassette,https://www.bike-components.de/en/SRAM/PG-970-9-speed-MTB-Cassette-p3481/,19.75 €,8,https://static.bike-components.de/cache/p/s1/3/4/SRAM-PG-970-9-speed-MTB-Cassette-3481-0-1548745155.jpeg,Drivetrain,Cassettes
Campagnolo 11-speed Cassette,https://www.bike-components.de/en/Campagnolo/11-speed-Cassette-p49792/,from  75.59€,1,https://static.bike-components.de/cache/p/s1/4/9/Campagnolo-11-speed-Cassette-49792-0-1481261187.jpeg,Drivetrain,Cassettes
Hope 11-speed Cassette + Hope Pro 4 Freehub Body,https://www.bike-components.de/en/Hope/11-speed-Cassette-Hope-Pro-4-Freehub-Body-p50071/,200.84 €,2,https://static.bike-components.de/cache/p/s1/5/0/Hope-11-speed-Cassette-Hope-Pro-4-Freehub-Body-50071-0-1481256160.jpeg,Drivetrain,Cassettes
3T Bailout Road 11-speed Cassette,https://www.bike-components.de/en/3T/Bailout-Road-11-speed-Cassette-p59559/,231.09 €,,https://static.bike-components.de/cache/p/s1/5/9/3T-Bailout-Road-11-speed-Cassette-59559-0-1503588006.jpeg,Drivetrain,Cassettes
Shimano XTR CS-M9100-12 12-speed Cassette 10-45,https://www.bike-components.de/en/Shimano/XTR-CS-M9100-12-12-speed-Cassette-10-45-p62089/,209.24 €,,https://static.bike-components.de/cache/p/s1/6/2/Shimano-XTR-CS-M9100-12-12-speed-Cassette-10-45-62089-0-1550847610.jpeg,Drivetrain,Cassettes
Shimano XTR CS-M9100-12 12-speed Cassette 10-51,https://www.bike-components.de/en/Shimano/XTR-CS-M9100-12-12-speed-Cassette-10-51-p68679/,251.26 €,,https://static.bike-components.de/cache/p/s1/6/8/Shimano-XTR-CS-M9100-12-12-speed-Cassette-10-51-68679-0-1551268070.jpeg,Drivetrain,Cassettes
SunRace CSMX0 10-speed Cassette,https://www.bike-components.de/en/SunRace/CSMX0-10-speed-Cassette-p70412/,from  32.76€,,https://static.bike-components.de/cache/p/s1/7/0/SunRace-CSMX0-10-speed-Cassette-70412-0-1551181060.jpeg,Drivetrain,Cassettes
SRAM PG-950 9-speed Road Cassette,https://www.bike-components.de/en/SRAM/PG-950-9-speed-Road-Cassette-p9069/,from  17.64€,6,,Drivetrain,Cassettes
SRAM PG-730 7-speed Cassette,https://www.bike-components.de/en/SRAM/PG-730-7-speed-Cassette-p9072/,8.82 €,5,,Drivetrain,Cassettes
Miche Primato Campagnolo 10-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Campagnolo-10-speed-Cassette-p10135/,from  29.37€,4,,Drivetrain,Cassettes
SRAM PG-980 9-speed Cassette,https://www.bike-components.de/en/SRAM/PG-980-9-speed-Cassette-p12311/,from  35.71€,2,,Drivetrain,Cassettes
SRAM PG-970 9-speed DH Cassette,https://www.bike-components.de/en/SRAM/PG-970-9-speed-DH-Cassette-p16888/,33.61 €,1,,Drivetrain,Cassettes
"Surly Singlespeed Cassette Cog, 3/32""",https://www.bike-components.de/en/Surly/Singlespeed-Cassette-Cog-3-32-p17911/,24.79 €,8,,Drivetrain,Cassettes
SRAM XG-1099 XX 10-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1099-XX-10-speed-Cassette-p22294/,from  197.48€,7,,Drivetrain,Cassettes
SRAM XG-1090 10-speed Cassette,https://www.bike-components.de/en/SRAM/XG-1090-10-speed-Cassette-p31452/,from  163.87€,4,,Drivetrain,Cassettes
Shimano Dura Ace CS-9000 11-speed Cassette - Closeout,https://www.bike-components.de/en/Shimano/Dura-Ace-CS-9000-11-speed-Cassette-Closeout-p32358/,175.63 €,2,,Drivetrain,Cassettes
SRAM XG-795 7-speed Cassette for X01 DH,https://www.bike-components.de/en/SRAM/XG-795-7-speed-Cassette-for-X01-DH-p39397/,167.23 €,,,Drivetrain,Cassettes
Campagnolo Record 10-fach Kassette,https://www.bike-components.de/en/Campagnolo/Record-10-fach-Kassette-p409/,167.23 €,5,,Drivetrain,Cassettes
Shimano XTR CS-M9000 / CS-M9001 11-speed Sprocket,https://www.bike-components.de/en/Shimano/XTR-CS-M9000-CS-M9001-11-speed-Sprocket-p46897/,from  3.35€,1,,Drivetrain,Cassettes
Shimano CS-HG400-9 Sora 9-speed Cassette,https://www.bike-components.de/en/Shimano/CS-HG400-9-Sora-9-speed-Cassette-p50306/,13.03 €,,,Drivetrain,Cassettes
Shimano Sprocket for SLX CS-M7000-11 11-speed,https://www.bike-components.de/en/Shimano/Sprocket-for-SLX-CS-M7000-11-11-speed-p57709/,from  3.35€,,,Drivetrain,Cassettes
SRAM OG-1090 10-speed Cassette for Red - OEM Packaging,https://www.bike-components.de/en/SRAM/OG-1090-10-speed-Cassette-for-Red-OEM-Packaging-p70811/,58.82 €,,,Drivetrain,Cassettes
Miche Primato Shimano 9-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Shimano-9-speed-Cassette-p811/,22.65 €,1,https://static.bike-components.de/cache/p/s1/8/1/Miche-Primato-Shimano-9-speed-Cassette-811-0-1481256562.jpeg,Drivetrain,Cassettes
SRAM PG-850 8-speed Road Cassette,https://www.bike-components.de/en/SRAM/PG-850-8-speed-Road-Cassette-p9070/,16.39 €,8,https://static.bike-components.de/cache/p/s1/9/0/SRAM-PG-850-8-speed-Road-Cassette-9070-0-1481263339.jpeg,Drivetrain,Cassettes
Shimano Ultegra CS-6600 10-speed Cassette,https://www.bike-components.de/en/Shimano/Ultegra-CS-6600-10-speed-Cassette-p9215/,from  43.69€,3,https://static.bike-components.de/cache/p/s1/9/2/Shimano-Ultegra-CS-6600-10-speed-Cassette-9215-0-1481259963.jpeg,Drivetrain,Cassettes
"Shimano Sprocket for Dura Ace CS-7800 10-speed, 14/15/16 Tooth",https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-7800-10-speed-14-15-16-Tooth-p12968/,6.71 €,,https://static.bike-components.de/cache/p/s1/1/2/Shimano-Sprocket-for-Dura-Ace-CS-7800-10-speed-14-15-16-Tooth-12968-0-1550847538.jpeg,Drivetrain,Cassettes
Shimano Sprocket for XTR CS-M970 9-speed 11-34,https://www.bike-components.de/en/Shimano/Sprocket-for-XTR-CS-M970-9-speed-11-34-p12979/,7.55 €,2,https://static.bike-components.de/cache/p/s1/1/2/Shimano-Sprocket-for-XTR-CS-M970-9-speed-11-34-12979-0-1550819572.jpeg,Drivetrain,Cassettes
Campagnolo Record 11-speed Cassette,https://www.bike-components.de/en/Campagnolo/Record-11-speed-Cassette-p19518/,from  184.03€,,https://static.bike-components.de/cache/p/s1/1/9/Campagnolo-Record-11-speed-Cassette-19518-0-1481264519.jpeg,Drivetrain,Cassettes
"Shimano Sprocket for Dura Ace CS-7800 / CS-7900 10-speed, 11/12/13 Tooth",https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-7800-CS-7900-10-speed-11-12-13-Tooth-p24626/,8.40 €,1,https://static.bike-components.de/cache/p/s1/2/4/Shimano-Sprocket-for-Dura-Ace-CS-7800-CS-7900-10-speed-11-12-13-Tooth-24626-0-1481256328.jpeg,Drivetrain,Cassettes
Campagnolo Titanium Sprocket for Super Record / Record 11-speed,https://www.bike-components.de/en/Campagnolo/Titanium-Sprocket-for-Super-Record-Record-11-speed-p36271/,from  113.45€,,https://static.bike-components.de/cache/p/s1/3/6/Campagnolo-Titanium-Sprocket-for-Super-Record-Record-11-speed-36271-0-1481267928.jpeg,Drivetrain,Cassettes
"Shimano Sprocket for Ultegra CS-6600 10-speed, 13/ 14/15/16 Tooth",https://www.bike-components.de/en/Shimano/Sprocket-for-Ultegra-CS-6600-10-speed-13-14-15-16-Tooth-p37525/,from  10.92€,,https://static.bike-components.de/cache/p/s1/3/7/Shimano-Sprocket-for-Ultegra-CS-6600-10-speed-13-14-15-16-Tooth-37525-0-1481260058.jpeg,Drivetrain,Cassettes
Shimano Sprocket for Dura Ace CS-9000 11-speed 11-23 / 11-25 / 11-28,https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-9000-11-speed-11-23-11-25-11-28-p39894/,from  6.30€,,,Drivetrain,Cassettes
Shimano Sprocket for Dura Ace CS-9000 11-speed 12-25 / 12-28,https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-9000-11-speed-12-25-12-28-p39895/,from  5.46€,,,Drivetrain,Cassettes
e*thirteen Extended Range (EX) Cog for Shimano 10-speed,https://www.bike-components.de/en/e-thirteen/Extended-Range-EX-Cog-for-Shimano-10-speed-p40115/,49.54 €,5,,Drivetrain,Cassettes
e*thirteen Extended Range (EX) Cog for SRAM 10-speed,https://www.bike-components.de/en/e-thirteen/Extended-Range-EX-Cog-for-SRAM-10-speed-p40116/,49.54 €,3,,Drivetrain,Cassettes
Trickstuff Versägeblatt Sprockets,https://www.bike-components.de/en/Trickstuff/Versaegeblatt-Sprockets-p42348/,25.20 €,6,,Drivetrain,Cassettes
Campagnolo Veloce 9-fach Kassette,https://www.bike-components.de/en/Campagnolo/Veloce-9-fach-Kassette-p459/,from  26.85€,3,,Drivetrain,Cassettes
"Shimano SS-7600 1/2"" x 1/8” Track Sprocket",https://www.bike-components.de/en/Shimano/SS-7600-1-2-x-1-8-Track-Sprocket-p46360/,16.39 €,,,Drivetrain,Cassettes
e*thirteen TRS+ Steel Sprockets for TRS+ 10-/11-speed Cassettes,https://www.bike-components.de/en/e-thirteen/TRS-Steel-Sprockets-for-TRS-10-11-speed-Cassettes-p47083/,from  33.57€,,,Drivetrain,Cassettes
e*thirteen TRS+ Aluminium Sprocket for TRS+ 10-speed Cassettes,https://www.bike-components.de/en/e-thirteen/TRS-Aluminium-Sprocket-for-TRS-10-speed-Cassettes-p47084/,105.04 €,,,Drivetrain,Cassettes
