product name full,product link,price,review-count,thumbnail,categories,subcategories
Fox Racing Shox Float DPS SV 3POS Factory Dämpfer Modell 2017 - Werkstatt,https://www.bike-components.de/en/Fox-Racing-Shox/Float-DPS-SV-3POS-Factory-Daempfer-Modell-2017-Werkstatt-p68854/,133.61 €,,,Rear Suspension,Rear Shocks & Dampers
Fox Racing Shox Float DPS SV 3POS Trunnion Factory Dämpfer Modell 2017 - Werkstatt,https://www.bike-components.de/en/Fox-Racing-Shox/Float-DPS-SV-3POS-Trunnion-Factory-Daempfer-Modell-2017-Werkstatt-p68855/,125.21 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate Coil RTR Rear Shock for Commencal Meta V4.2,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RTR-Rear-Shock-for-Commencal-Meta-V4-2-p69639/,558.82 €,,,Rear Suspension,Rear Shocks & Dampers
"RockShox Super Deluxe Ultimate Coil RCT Rear Shock for YT Jeffsy 27.5""",https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RCT-Rear-Shock-for-YT-Jeffsy-27-5-p69643/,511.76 €,,,Rear Suspension,Rear Shocks & Dampers
"RockShox Super Deluxe Ultimate RCT DebonAir Rear Shock for Stumpjumper 27.5""",https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Rear-Shock-for-Stumpjumper-27-5-p69649/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
"RockShox Super Deluxe Ultimate RCT DebonAir Rear Shock for Stumpjumper 29""",https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Rear-Shock-for-Stumpjumper-29-p69650/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
Manitou Swinger Expert Rear Shock,https://www.bike-components.de/en/Manitou/Swinger-Expert-Rear-Shock-p28564/,268.07 €,,,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Air CS XVOL Rear Shock,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Air-CS-XVOL-Rear-Shock-p37872/,578.99 €,1,https://static.bike-components.de/cache/p/s1/3/7/Cane-Creek-Double-Barrel-Air-CS-XVOL-Rear-Shock-37872-0-1547189896.jpeg,Rear Suspension,Rear Shocks & Dampers
DT Swiss X 313 Carbon Rear Shocks,https://www.bike-components.de/en/DT-Swiss/X-313-Carbon-Rear-Shocks-p38675/,360.50 €,1,https://static.bike-components.de/cache/p/s1/3/8/DT-Swiss-X-313-Carbon-Rear-Shocks-38675-0-1481551438.jpeg,Rear Suspension,Rear Shocks & Dampers
DT Swiss X 313 Carbon Rear Shock Remote,https://www.bike-components.de/en/DT-Swiss/X-313-Carbon-Rear-Shock-Remote-p38676/,402.52 €,,https://static.bike-components.de/cache/p/s1/3/8/DT-Swiss-X-313-Carbon-Rear-Shock-Remote-38676-0-1481257320.jpeg,Rear Suspension,Rear Shocks & Dampers
DT Swiss X 313 Remote Rear Shock,https://www.bike-components.de/en/DT-Swiss/X-313-Remote-Rear-Shock-p41036/,276.47 €,,https://static.bike-components.de/cache/p/s1/4/1/DT-Swiss-X-313-Remote-Rear-Shock-41036-0-1546872038.jpeg,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Air CS Open End Eye Rear Shock,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Air-CS-Open-End-Eye-Rear-Shock-p61832/,545.38 €,,https://static.bike-components.de/cache/p/s1/6/1/Cane-Creek-Double-Barrel-Air-CS-Open-End-Eye-Rear-Shock-61832-0-1530525142.jpeg,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Coil CS Open End Eye Rear Shock,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Coil-CS-Open-End-Eye-Rear-Shock-p61833/,503.36 €,,https://static.bike-components.de/cache/p/s1/6/1/Cane-Creek-Double-Barrel-Coil-CS-Open-End-Eye-Rear-Shock-61833-0-1530078622.jpeg,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Air IL Open End Eye Rear Shock,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Air-IL-Open-End-Eye-Rear-Shock-p61835/,from  326.89€,,https://static.bike-components.de/cache/p/s1/6/1/Cane-Creek-Double-Barrel-Air-IL-Open-End-Eye-Rear-Shock-61835-0-1517414687.jpeg,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Coil IL Open End Eye Rear Shock,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Coil-IL-Open-End-Eye-Rear-Shock-p61836/,394.12 €,1,https://static.bike-components.de/cache/p/s1/6/1/Cane-Creek-Double-Barrel-Coil-IL-Open-End-Eye-Rear-Shock-61836-0-1526046888.jpeg,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe RCT DebonAir Damper for Yeti SB5,https://www.bike-components.de/en/RockShox/Super-Deluxe-RCT-DebonAir-Damper-for-Yeti-SB5-p63771/,427.73 €,,https://static.bike-components.de/cache/p/s1/6/3/RockShox-Super-Deluxe-RCT-DebonAir-Damper-for-Yeti-SB5-63771-0-1528361571.jpeg,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe RCT DebonAir Damper for Kona Process 153,https://www.bike-components.de/en/RockShox/Super-Deluxe-RCT-DebonAir-Damper-for-Kona-Process-153-p63773/,427.73 €,,https://static.bike-components.de/cache/p/s1/6/3/RockShox-Super-Deluxe-RCT-DebonAir-Damper-for-Kona-Process-153-63773-0-1534502123.jpeg,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe RC3 DebonAir Rear Shock for Liteville XS-S,https://www.bike-components.de/en/RockShox/Super-Deluxe-RC3-DebonAir-Rear-Shock-for-Liteville-XS-S-p68598/,433.61 €,,https://static.bike-components.de/cache/p/s1/6/8/RockShox-Super-Deluxe-RC3-DebonAir-Rear-Shock-for-Liteville-XS-S-68598-0-1544770809.jpeg,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe RCT DebonAir Trunnion Rear Shock for Transition Patrol V2,https://www.bike-components.de/en/RockShox/Super-Deluxe-RCT-DebonAir-Trunnion-Rear-Shock-for-Transition-Patrol-V2-p69102/,536.97 €,,https://static.bike-components.de/cache/p/s1/6/9/RockShox-Super-Deluxe-RCT-DebonAir-Trunnion-Rear-Shock-for-Transition-Patrol-V2-69102-0-1554279038.jpeg,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate Coil RTR Rear Shock for Cannondale Jekyll,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RTR-Rear-Shock-for-Cannondale-Jekyll-p69638/,558.82 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate Coil RCT Rear Shock for Transition Patrol,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RCT-Rear-Shock-for-Transition-Patrol-p69642/,511.76 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate Coil RCT Trunnion Rear Shock for Norco Range,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RCT-Trunnion-Rear-Shock-for-Norco-Range-p69644/,511.76 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate Coil RCT Trunnion Rear Shock for Norco Sight,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-Coil-RCT-Trunnion-Rear-Shock-for-Norco-Sight-p69645/,511.76 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate RCT Trunnion Rear Shock for Transition Patrol V2,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-Trunnion-Rear-Shock-for-Transition-Patrol-V2-p69646/,511.76 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate RCT DebonAir Trun. R. Shock Kona Process 153 201,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Trun-R-Shock-Kona-Process-153-201-p69652/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate RCT DebonAir Trun. R. Shock Transition Patrol V2,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Trun-R-Shock-Transition-Patrol-V2-p69653/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate RCT DebonAir Trun. R. Shock Transition Sentinel,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Trun-R-Shock-Transition-Sentinel-p69654/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
RockShox Super Deluxe Ultimate RCT DebonAir Trunnion Rear Shock Giant Trance,https://www.bike-components.de/en/RockShox/Super-Deluxe-Ultimate-RCT-DebonAir-Trunnion-Rear-Shock-Giant-Trance-p69655/,542.02 €,,,Rear Suspension,Rear Shocks & Dampers
Cane Creek Double Barrel Air XVOL Rear Shock - Closeout,https://www.bike-components.de/en/Cane-Creek/Double-Barrel-Air-XVOL-Rear-Shock-Closeout-p40161/,545.38 €,,,Rear Suspension,Rear Shocks & Dampers
Topeak PocketShock DXG Suspension Pump,https://www.bike-components.de/en/Topeak/PocketShock-DXG-Suspension-Pump-p61822/,28.53 €,4,https://static.bike-components.de/cache/p/s1/6/1/Topeak-PocketShock-DXG-Suspension-Pump-61822-0-1512659940.jpeg,Rear Suspension,Suspension Pumps
RockShox Suspension Fork Pump - 20 bar,https://www.bike-components.de/en/RockShox/Suspension-Fork-Pump-20-bar-p24179/,21.00 €,32,https://static.bike-components.de/cache/p/s1/2/4/RockShox-Suspension-Fork-Pump-20-bar-24179-0-1501571652.jpeg,Rear Suspension,Suspension Pumps
XLC PU-H03 Suspension Pump,https://www.bike-components.de/en/XLC/PU-H03-Suspension-Pump-p42384/,25.17 €,1,https://static.bike-components.de/cache/p/s1/4/2/XLC-PU-H03-Suspension-Pump-42384-0-1481260728.jpeg,Rear Suspension,Suspension Pumps
RockShox 20 bar Digital Suspension Pump,https://www.bike-components.de/en/RockShox/20-bar-Digital-Suspension-Pump-p43121/,39.49 €,6,https://static.bike-components.de/cache/p/s1/4/3/RockShox-20-bar-Digital-Suspension-Pump-43121-0-1481263737.jpeg,Rear Suspension,Suspension Pumps
"RockShox Suspension Pump, 40 bar",https://www.bike-components.de/en/RockShox/Suspension-Pump-40-bar-p37309/,29.40 €,4,https://static.bike-components.de/cache/p/s1/3/7/RockShox-Suspension-Pump-40-bar-37309-0-1481257526.jpeg,Rear Suspension,Suspension Pumps
Procraft Blow Up II Suspension Fork Pump,https://www.bike-components.de/en/Procraft/Blow-Up-II-Suspension-Fork-Pump-p17251/,18.45 €,17,https://static.bike-components.de/cache/p/s1/1/7/Procraft-Blow-Up-II-Suspension-Fork-Pump-17251-0-1481261104.jpeg,Rear Suspension,Suspension Pumps
Fox Racing Shox Suspension Pump,https://www.bike-components.de/en/Fox-Racing-Shox/Suspension-Pump-p23763/,32.73 €,8,https://static.bike-components.de/cache/p/s1/2/3/Fox-Racing-Shox-Suspension-Pump-23763-0-1481268038.jpeg,Rear Suspension,Suspension Pumps
PRO Performance Suspension Pump,https://www.bike-components.de/en/PRO/Performance-Suspension-Pump-p38426/,20.97 €,5,https://static.bike-components.de/cache/p/s1/3/8/PRO-Performance-Suspension-Pump-38426-0-1481261204.jpeg,Rear Suspension,Suspension Pumps
Topeak Shock’n Roll Suspension Pump,https://www.bike-components.de/en/Topeak/Shock-n-Roll-Suspension-Pump-p31410/,49.54 €,3,https://static.bike-components.de/cache/p/s1/3/1/Topeak-Shock-n-Roll-Suspension-Pump-31410-0-1481257264.jpeg,Rear Suspension,Suspension Pumps
Airbone Shock Pump ZT-802 Dämpferpumpe,https://www.bike-components.de/en/Airbone/Shock-Pump-ZT-802-Daempferpumpe-p50932/,15.08 €,1,https://static.bike-components.de/cache/p/s1/5/0/Airbone-Shock-Pump-ZT-802-Daempferpumpe-50932-0-1481264751.jpeg,Rear Suspension,Suspension Pumps
Topeak PocketShock DXG XL Suspension Pump,https://www.bike-components.de/en/Topeak/PocketShock-DXG-XL-Suspension-Pump-p61830/,32.73 €,,https://static.bike-components.de/cache/p/s1/6/1/Topeak-PocketShock-DXG-XL-Suspension-Pump-61830-0-1512659941.jpeg,Rear Suspension,Suspension Pumps
SKS SAM Suspension Pump,https://www.bike-components.de/en/SKS/SAM-Suspension-Pump-p16586/,33.57 €,6,https://static.bike-components.de/cache/p/s1/1/6/SKS-SAM-Suspension-Pump-16586-0-1481261101.jpeg,Rear Suspension,Suspension Pumps
SKS MSP Suspension Pump,https://www.bike-components.de/en/SKS/MSP-Suspension-Pump-p26497/,33.57 €,,,Rear Suspension,Suspension Pumps
Topeak MicroShock Suspension Pump,https://www.bike-components.de/en/Topeak/MicroShock-Suspension-Pump-p26937/,15.92 €,1,,Rear Suspension,Suspension Pumps
RockShox 20 bar Suspension Pump / Mini-Pump for BoXXer,https://www.bike-components.de/en/RockShox/20-bar-Suspension-Pump-Mini-Pump-for-BoXXer-p33992/,30.24 €,,,Rear Suspension,Suspension Pumps
Magura Dämpferpumpe,https://www.bike-components.de/en/Magura/Daempferpumpe-p373/,33.57 €,1,,Rear Suspension,Suspension Pumps
Manitou Suspension Pump,https://www.bike-components.de/en/Manitou/Suspension-Pump-p3990/,25.17 €,,,Rear Suspension,Suspension Pumps
Airbone Shock Pump ZT-801 Dämpferpumpe,https://www.bike-components.de/en/Airbone/Shock-Pump-ZT-801-Daempferpumpe-p51319/,16.76 €,,,Rear Suspension,Suspension Pumps
Lezyne Shock Drive Suspension Pump,https://www.bike-components.de/en/Lezyne/Shock-Drive-Suspension-Pump-p54807/,41.97 €,,,Rear Suspension,Suspension Pumps
Lezyne Digital Shock Drive Suspension Pump,https://www.bike-components.de/en/Lezyne/Digital-Shock-Drive-Suspension-Pump-p54810/,58.78 €,1,,Rear Suspension,Suspension Pumps
DT Swiss High Pressure Suspension Pump,https://www.bike-components.de/en/DT-Swiss/High-Pressure-Suspension-Pump-p65561/,30.21 €,,,Rear Suspension,Suspension Pumps
SKS USP Suspension Pump - 2019 Model,https://www.bike-components.de/en/SKS/USP-Suspension-Pump-2019-Model-p67658/,45.34 €,,,Rear Suspension,Suspension Pumps
Procraft Blow Up Compact II Suspension Pump,https://www.bike-components.de/en/Procraft/Blow-Up-Compact-II-Suspension-Pump-p17250/,24.33 €,4,,Rear Suspension,Suspension Pumps
BBB AirShock BMP-29 Suspension Pump,https://www.bike-components.de/en/BBB/AirShock-BMP-29-Suspension-Pump-p33805/,25.17 €,3,,Rear Suspension,Suspension Pumps
Birzman Zacoo Zama Dämpferpumpe,https://www.bike-components.de/en/Birzman/Zacoo-Zama-Daempferpumpe-p37504/,19.29 €,,https://static.bike-components.de/cache/p/s1/3/7/Birzman-Zacoo-Zama-Daempferpumpe-37504-0-1481264551.jpeg,Rear Suspension,Suspension Pumps
Birzman Zacoo Macht Dämpferpumpe,https://www.bike-components.de/en/Birzman/Zacoo-Macht-Daempferpumpe-p37505/,29.37 €,,https://static.bike-components.de/cache/p/s1/3/7/Birzman-Zacoo-Macht-Daempferpumpe-37505-0-1481261901.jpeg,Rear Suspension,Suspension Pumps
"RockShox Steel Coil for Metric Rear Shocks, 151 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Metric-Rear-Shocks-151-mm-p56984/,from 21.00€,,https://static.bike-components.de/cache/p/s1/5/6/RockShox-Steel-Coil-for-Metric-Rear-Shocks-151-mm-56984-0-1490968315.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Steel Coil for DHX2 / VAN RC 216/222 mm as of 2016,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-216-222-mm-as-of-2016-p44413/,158.82 €,2,https://static.bike-components.de/cache/p/s1/4/4/Fox-Racing-Shox-SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-216-222-mm-as-of-2016-44413-0-1481262875.jpeg,Rear Suspension,Coils
"Fox Racing Shox Steel Coil for DHX 216, 222 mm / Van R 216, 222 mm",https://www.bike-components.de/en/Fox-Racing-Shox/Steel-Coil-for-DHX-216-222-mm-Van-R-216-222-mm-p22651/,47.02 €,3,https://static.bike-components.de/cache/p/s1/2/2/Fox-Racing-Shox-Steel-Coil-for-DHX-216-222-mm-Van-R-216-222-mm-22651-0-1481263495.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Steel Coil for DHX2 / VAN RC 241 mm as of 2016,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-241-mm-as-of-2016-p44497/,158.82 €,,https://static.bike-components.de/cache/p/s1/4/4/Fox-Racing-Shox-SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-241-mm-as-of-2016-44497-0-1481267992.jpeg,Rear Suspension,Coils
"RockShox Steel Coil for Metric Rear Shocks, 174 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Metric-Rear-Shocks-174-mm-p56986/,from 21.00€,,https://static.bike-components.de/cache/p/s1/5/6/RockShox-Steel-Coil-for-Metric-Rear-Shocks-174-mm-56986-0-1490968316.jpeg,Rear Suspension,Coils
Fox Racing Shox Steel Coil for DHX 241 mm / Van R 241 mm,https://www.bike-components.de/en/Fox-Racing-Shox/Steel-Coil-for-DHX-241-mm-Van-R-241-mm-p19783/,47.02 €,5,https://static.bike-components.de/cache/p/s1/1/9/Fox-Racing-Shox-Steel-Coil-for-DHX-241-mm-Van-R-241-mm-19783-0-1481267689.jpeg,Rear Suspension,Coils
Fox Racing Shox Steel Coil for DHX 267 mm / Van R 267 mm,https://www.bike-components.de/en/Fox-Racing-Shox/Steel-Coil-for-DHX-267-mm-Van-R-267-mm-p35090/,from 37.77€,1,https://static.bike-components.de/cache/p/s1/3/5/Fox-Racing-Shox-Steel-Coil-for-DHX-267-mm-Van-R-267-mm-35090-0-1481261057.jpeg,Rear Suspension,Coils
"ÖHLINS Steel Coil Spring for TTX 22 M 190, 200 mm",https://www.bike-components.de/en/OeHLINS/Steel-Coil-Spring-for-TTX-22-M-190-200-mm-p54312/,88.24 €,,https://static.bike-components.de/cache/p/s1/5/4/OeHLINS-Steel-Coil-Spring-for-TTX-22-M-190-200-mm-54312-0-1481264221.jpeg,Rear Suspension,Coils
"RockShox Steel Coil for Metric Rear Shocks, 134 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Metric-Rear-Shocks-134-mm-p56982/,from 21.00€,,https://static.bike-components.de/cache/p/s1/5/6/RockShox-Steel-Coil-for-Metric-Rear-Shocks-134-mm-56982-0-1490968315.jpeg,Rear Suspension,Coils
"RockShox Steel Coil for Kage/Vivid, 216/222 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Kage-Vivid-216-222-mm-p37182/,22.68 €,2,https://static.bike-components.de/cache/p/s1/3/7/RockShox-Steel-Coil-for-Kage-Vivid-216-222-mm-37182-0-1481266919.jpeg,Rear Suspension,Coils
"RockShox Steel Coil for Kage/Vivid, 240 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Kage-Vivid-240-mm-p37183/,21.84 €,5,https://static.bike-components.de/cache/p/s1/3/7/RockShox-Steel-Coil-for-Kage-Vivid-240-mm-37183-0-1481260929.jpeg,Rear Suspension,Coils
"RockShox Steel Coil for Kage/Vivid, 267 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Kage-Vivid-267-mm-p37184/,from 22.65€,2,https://static.bike-components.de/cache/p/s1/3/7/RockShox-Steel-Coil-for-Kage-Vivid-267-mm-37184-0-1485361228.jpeg,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 200 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-200-mm-p52749/,54.58 €,,,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 222/230 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-222-230-mm-p52751/,54.58 €,,,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Steel Coil for DHX2 / VAN RC 200 mm as of 2016,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-200-mm-as-of-2016-p57443/,158.82 €,,,Rear Suspension,Coils
ÖHLINS Stahlfeder für TTX 22 M 241 mm / 222 mm,https://www.bike-components.de/en/OeHLINS/Stahlfeder-fuer-TTX-22-M-241-mm-222-mm-p60000/,88.24 €,,,Rear Suspension,Coils
ÖHLINS Stahlfeder für TTX 22 M 216 mm,https://www.bike-components.de/en/OeHLINS/Stahlfeder-fuer-TTX-22-M-216-mm-p60021/,88.24 €,,,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 200 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-200-mm-p31763/,26.01 €,,,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 240 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-240-mm-p31766/,26.01 €,1,,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 267 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-267-mm-p31767/,26.01 €,,,Rear Suspension,Coils
"RockShox Steel Coil for Kage/Vivid, 200 mm",https://www.bike-components.de/en/RockShox/Steel-Coil-for-Kage-Vivid-200-mm-p37181/,from 21.81€,,,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 190/200 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-190-200-mm-p52748/,54.58 €,,,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 215/222 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-215-222-mm-p52750/,54.58 €,1,,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 240 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-240-mm-p52752/,54.58 €,,,Rear Suspension,Coils
"ÖHLINS Stahlfeder für TTX 22 M 190, 200 mm",https://www.bike-components.de/en/OeHLINS/Stahlfeder-fuer-TTX-22-M-190-200-mm-p60086/,88.24 €,,https://static.bike-components.de/cache/p/s1/6/0/OeHLINS-Stahlfeder-fuer-TTX-22-M-190-200-mm-60086-0-1507203481.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Stahlfeder für DHX2 / VAN RC 200/210 mm,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-200-210-mm-p68479/,158.78 €,,https://static.bike-components.de/cache/p/s1/6/8/Fox-Racing-Shox-SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-200-210-mm-68479-0-1551445147.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Stahlfeder für DHX2 / VAN RC 216 mm,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-216-mm-p68480/,158.78 €,,https://static.bike-components.de/cache/p/s1/6/8/Fox-Racing-Shox-SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-216-mm-68480-0-1551445147.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Stahlfeder für DHX2 / VAN RC 241/250 mm,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-241-250-mm-p68481/,158.78 €,,https://static.bike-components.de/cache/p/s1/6/8/Fox-Racing-Shox-SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-241-250-mm-68481-0-1542884737.jpeg,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Stahlfeder für DHX2 / VAN RC 267 mm,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-267-mm-p68482/,158.78 €,,https://static.bike-components.de/cache/p/s1/6/8/Fox-Racing-Shox-SLS-Super-Light-Stahlfeder-fuer-DHX2-VAN-RC-267-mm-68482-0-1553263993.jpeg,Rear Suspension,Coils
"Manitou Steel Coil for Metel, 165x38 mm",https://www.bike-components.de/en/Manitou/Steel-Coil-for-Metel-165x38-mm-p10067/,16.76 €,1,https://static.bike-components.de/cache/p/s1/1/0/Manitou-Steel-Coil-for-Metel-165x38-mm-10067-0-1481258264.jpeg,Rear Suspension,Coils
"Manitou Steel Coil for Swinger / Metel / Revox, 215x63 mm",https://www.bike-components.de/en/Manitou/Steel-Coil-for-Swinger-Metel-Revox-215x63-mm-p11001/,15.08 €,,https://static.bike-components.de/cache/p/s1/1/1/Manitou-Steel-Coil-for-Swinger-Metel-Revox-215x63-mm-11001-0-1547804570.jpeg,Rear Suspension,Coils
"Manitou Steel Coil for Swinger / Metel / Revox, 222/230x70 mm",https://www.bike-components.de/en/Manitou/Steel-Coil-for-Swinger-Metel-Revox-222-230x70-mm-p11003/,22.65 €,,https://static.bike-components.de/cache/p/s1/1/1/Manitou-Steel-Coil-for-Swinger-Metel-Revox-222-230x70-mm-11003-0-1546955410.jpeg,Rear Suspension,Coils
"Manitou Steel Coil for Swinger / Metel / Revox, 240x76 mm",https://www.bike-components.de/en/Manitou/Steel-Coil-for-Swinger-Metel-Revox-240x76-mm-p11004/,22.65 €,,https://static.bike-components.de/cache/p/s1/1/1/Manitou-Steel-Coil-for-Swinger-Metel-Revox-240x76-mm-11004-0-1546955411.jpeg,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 190/200 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-190-200-mm-p31762/,26.01 €,,https://static.bike-components.de/cache/p/s1/3/1/Cane-Creek-Steel-Coil-for-Double-Barrel-190-200-mm-31762-0-1481259505.jpeg,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 215/222 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-215-222-mm-p31764/,26.01 €,,https://static.bike-components.de/cache/p/s1/3/1/Cane-Creek-Steel-Coil-for-Double-Barrel-215-222-mm-31764-0-1481266485.jpeg,Rear Suspension,Coils
"Cane Creek Steel Coil for Double Barrel, 222/230 mm",https://www.bike-components.de/en/Cane-Creek/Steel-Coil-for-Double-Barrel-222-230-mm-p31765/,26.01 €,,https://static.bike-components.de/cache/p/s1/3/1/Cane-Creek-Steel-Coil-for-Double-Barrel-222-230-mm-31765-0-1481256110.jpeg,Rear Suspension,Coils
"Manitou Steel Coil for Swinger / Metel / Revox, 267x90 mm",https://www.bike-components.de/en/Manitou/Steel-Coil-for-Swinger-Metel-Revox-267x90-mm-p39705/,22.65 €,,,Rear Suspension,Coils
Fox Racing Shox SLS Super Light Steel Coil for DHX2 / VAN RC 267 mm as of 2016,https://www.bike-components.de/en/Fox-Racing-Shox/SLS-Super-Light-Steel-Coil-for-DHX2-VAN-RC-267-mm-as-of-2016-p44499/,158.82 €,,,Rear Suspension,Coils
"Cane Creek Valt Lightweight Steel Coil for Double Barrel, 267 mm",https://www.bike-components.de/en/Cane-Creek/Valt-Lightweight-Steel-Coil-for-Double-Barrel-267-mm-p52753/,54.58 €,,,Rear Suspension,Coils
ÖHLINS Steel Coil Spring for TTX 22 M 267 mm,https://www.bike-components.de/en/OeHLINS/Steel-Coil-Spring-for-TTX-22-M-267-mm-p54319/,60.46 €,,,Rear Suspension,Coils
