id,product_name_full,context_name,service_name,emds1,emds2,emds3,emds4,emds5,emds6,emds7,emds8,emds9,emds10,emds11,emds12,emds13,emds14,emds15,emds16,emds17,emds18,emds19,emds20,emds21,emds22,emds23,emds24,emds25,emds26,emds27,emds28,emds29,emds30,emds31,emds32,emds33,emds34,emds35,emds36,emds37,emds38,emds39,emds40,emds41,emds42,emds43,emds44,emds45,emds46,emds47,emds48,emds49,emds50,emds51,emds52,emds53,emds54,emds55,emds56,emds57,emds58,emds59,emds60,emds61,emds62,emds63,emds64
5796,SRAM GX 1x11-speed Upgrade Kit,null,null,0.037721,0.006758,-0.13244,-0.033959,-0.197718,0.113908,-0.07805,-0.238055,0.122037,-0.23196,0.079349,0.098692,0.298556,-0.146761,0.358541,-0.417662,0.055053,-0.116006,-0.121404,-0.167993,-0.153722,-0.176976,0.48477,0.162794,-0.490926,0.065286,-0.23716,-0.158605,0.197506,0.120055,-0.346549,-0.140725,0.085849,0.076473,-0.297171,0.313559,0.073604,-0.061914,0.045552,-0.101847,-0.337485,-0.267594,0.231268,-0.053686,-0.304545,-0.129484,-0.304055,0.24177,0.038372,-0.259039,0.60659,0.252964,0.138857,-0.298853,-0.508732,-0.087836,0.24701,0.299118,0.000702,-0.140792,-0.090089,0.208745,-0.267458,-0.244056
5805,e*thirteen TRS+ 12-speed Upgrade Kit,null,null,0.16462,-0.438487,0.13331,0.164395,-0.521977,0.355701,0.08004,-0.17715,0.353599,-0.209083,0.075752,0.287496,0.878201,0.427663,0.612333,-0.381555,-0.020208,-0.253398,0.47876,-0.112009,0.299985,-0.782975,0.490198,0.26881,-0.652897,0.07005,-0.3354,-0.241429,0.448794,-0.262176,-0.289074,-0.064337,-0.066718,-0.182116,0.149118,0.194343,0.501242,0.106414,0.231093,0.442873,-0.207152,-0.611842,0.475208,-0.123773,-0.139255,-0.131819,-0.2768,0.946344,0.072365,-0.657059,0.80877,0.65878,-0.175163,-0.506419,-0.641867,-0.331994,0.123274,0.318659,0.153631,-0.465316,0.013815,0.455155,-0.427232,-0.843344
5811,SRAM GX Eagle 1x12-speed Grip Shift Upgrade Kit - 2018 Model,null,null,-0.181756,0.460153,-0.042412,-0.197498,0.026966,-0.161194,0.09383,-0.091364,-0.174306,0.349524,-0.176269,0.016567,0.19253,-0.079588,-0.115073,0.250029,0.115807,0.222449,0.087662,0.015875,-0.099999,-0.328197,0.135869,0.038259,-0.20877,0.334848,0.022515,0.156931,0.04779,0.000964,-0.228118,-0.16714,0.093571,0.065593,-0.088758,0.094022,-0.105148,0.131442,0.312575,-0.030424,-0.308097,0.102338,-0.125486,-0.011288,0.002519,-0.143253,-0.102851,0.070298,0.025565,-0.064117,0.401065,0.278456,0.19246,-0.171931,-0.122047,0.08497,-0.065058,0.082719,0.143357,-0.335999,-0.022647,-0.278927,-0.182134,-0.346141
5828,SRAM NX 1x11 32 GXP Groupset,null,null,-0.136978,0.336684,-0.001633,-0.274271,0.006383,-0.130067,0.106441,-0.024787,-0.19271,0.206353,-0.153207,0.123524,0.294294,-0.029335,0.045719,0.091939,-0.239003,0.318153,0.168229,-0.188212,-0.149635,-0.208918,0.074393,-0.076098,-0.186421,0.256911,-0.051692,0.171983,0.120898,-0.086656,-0.152608,-0.069723,0.060277,0.101895,-0.130187,0.044524,0.026196,0.146664,0.234206,-0.033672,-0.498439,0.180567,0.021297,0.106577,0.118752,-0.111072,-0.17709,0.130278,-0.101975,-0.238787,0.156317,0.159039,0.106274,-0.152486,-0.078849,-0.027516,0.025372,0.094692,0.228128,-0.212649,-0.141263,-0.024458,-0.314902,-0.437062
5836,Shimano Deore M6000 2x10 28-38 Groupset,null,null,-0.00442,0.365918,-0.266104,-0.301419,0.126815,-0.153511,-0.039158,0.086254,-0.21362,0.352423,-0.124852,0.041238,0.20566,-0.064743,-0.193672,0.128508,-0.309411,0.254746,0.147902,-0.004585,-0.2178,-0.366839,0.097907,-0.065799,-0.248136,0.239087,-0.184026,0.061166,0.111582,-0.114892,-0.150477,-0.149967,0.037235,-0.008814,-0.191729,0.118354,0.180357,-0.009878,0.18089,-0.153395,-0.430039,-0.054932,0.063579,-0.06757,-0.003395,-0.208165,-0.078024,0.178159,-0.072513,-0.184833,0.215674,0.236985,0.104785,-0.053186,0.027595,0.033436,0.182774,0.057113,0.120321,-0.159374,0.015275,0.002988,-0.091205,-0.342966
5891,SRAM Force 1 PM 1x11 42 GXP Hydraulic Disc Brake Groupset,null,null,-0.094951,0.431555,-0.150675,-0.25355,-0.052026,-0.165497,0.113428,-0.098586,-0.38797,0.281103,0.116441,0.05554,0.042026,-0.119711,-0.111334,0.08478,-0.0818,0.214661,-0.03342,0.169045,-0.194614,-0.171724,0.051057,-0.362929,-0.303803,0.333615,-0.116444,0.157567,0.102878,-0.09967,-0.201139,-0.2595,-0.021707,-0.011592,-0.197756,0.062651,0.051911,0.112855,0.169998,0.007472,-0.393049,0.024413,0.060786,-0.171392,-0.103658,-0.210446,-0.005612,0.053523,-0.093757,-0.146232,0.227366,0.366017,0.103106,-0.085154,-0.009022,-0.142277,0.085876,0.025278,0.09308,-0.288551,-0.126047,-0.179784,-0.165417,-0.29023
6045,Fulcrum Racing Sport Wheelset,null,null,-0.158542,-0.15664,-0.192767,-0.099363,-0.298279,0.117664,-0.461215,0.111327,0.029811,-0.289154,0.084633,0.252519,0.001392,0.006745,-0.098262,-0.319086,0.133179,-0.02094,-0.224128,-0.239345,0.129424,0.152025,0.367275,-0.205715,-0.024244,0.713016,0.093933,-0.320916,-0.195868,0.283284,-0.1511,-0.288018,0.137698,0.080453,0.058191,-0.129788,-0.279585,-0.177196,-0.209804,0.02653,-0.314207,0.274151,0.150007,-0.17599,-0.120048,-0.387075,0.241788,0.340307,-0.154371,-0.465089,0.014995,0.543582,0.197056,-0.103862,-0.167705,-0.123023,-0.065391,-0.072282,-0.122939,0.284413,0.199255,-0.170193,0.008957,0.225403
6049,Mavic Ksyrium Elite UST WTS Wheelset,null,null,-0.09775,0.454358,-0.141189,-0.198086,-0.014095,-0.083379,0.153985,0.032773,-0.193926,0.313917,-0.167034,0.134401,0.270749,0.016073,-0.161894,0.256703,-0.391172,0.39143,0.053509,0.163347,-0.161565,-0.293371,0.016973,-0.104688,-0.348364,0.419091,-0.014104,0.250344,0.062922,-0.015881,-0.078895,-0.042105,0.002648,0.060551,-0.112841,0.035342,0.187161,0.038529,0.117295,-0.005007,-0.500793,-0.049008,0.011597,-0.04323,0.0763,-0.207812,0.037117,0.145539,0.05265,-0.032988,0.278123,0.235988,0.096196,-0.012013,0.077466,0.047262,0.009044,0.098673,0.169015,-0.191919,-0.126123,-0.053192,-0.082813,-0.321379
6051,Fulcrum Racing Quattro Carbon Wheelset,null,null,-0.319443,-0.172354,-0.070738,0.023566,-0.137514,0.104491,-0.202851,0.085107,0.107643,-0.478786,0.333043,0.126884,0.070199,0.154824,-0.165583,-0.156639,0.243626,0.133964,-0.116512,-0.25015,0.196751,0.172539,0.426857,0.141631,-0.143527,0.746346,0.168368,-0.382177,-0.257859,0.336296,-0.195646,-0.274832,0.286716,0.149514,0.106836,0.153078,-0.200967,0.022622,-0.276067,0.066587,-0.252274,0.202906,0.171133,-0.047911,0.073955,-0.372369,0.226117,0.198763,-0.083997,-0.606817,0.034477,0.298569,0.310111,-0.161776,-0.027251,0.031947,-0.108672,0.090261,-0.182091,0.299327,-0.078392,-0.264804,0.084695,0.023852
6054,bc original Flechtwerk 45 Evo Road Carbon Wheelset,null,null,-0.249584,-0.177304,-0.090888,0.034499,-0.326333,0.21743,-0.179883,0.053649,0.12364,-0.46803,0.262724,0.395093,0.114621,0.198289,-0.193589,-0.45634,0.174404,0.177323,-0.185363,-0.027764,0.064057,0.208834,0.632912,0.047409,-0.12655,0.727143,0.05047,-0.358555,-0.178222,0.395978,-0.291234,-0.072368,0.105872,0.159825,0.28975,-0.243764,-0.236243,-0.08924,-0.292388,-0.091721,-0.31339,0.153373,0.161338,-0.158534,-0.029337,-0.492984,0.030423,0.201133,0.055634,-0.187802,0.173997,0.247526,0.224825,-0.181888,-0.183591,0.103582,-0.008822,0.141686,-0.109794,0.005609,0.157169,-0.195408,0.012027,0.008744
6066,DT Swiss ER 1400 SPLINE® DB 21 Road Wheelset,null,null,-0.170976,0.286529,-0.185902,-0.300871,0.050475,-0.117103,0.10147,0.03278,-0.251838,0.275675,0.183811,0.046677,0.158556,-0.217908,-0.121682,0.186244,-0.217874,0.262823,0.137294,0.053485,-0.109512,-0.080171,0.255185,-0.202822,-0.32013,0.395488,-0.109702,0.008395,0.240012,-0.150357,-0.125314,-0.094313,-0.06084,0.143186,-0.249122,0.088432,0.116282,0.003364,0.211635,-0.082887,-0.554455,-0.009083,-0.030795,-0.151321,-0.011467,-0.044142,-0.04574,0.102546,-0.144804,-0.203119,0.186636,0.197201,-0.107426,-0.07532,-0.069934,-0.020034,0.239703,-0.119955,0.268192,-0.34782,-0.178176,-0.041079,-0.207118,-0.329253
6074,Fulcrum Racing 7 DB Disc Center Lock Wheelset - 2018 Model,null,null,-0.134002,0.237743,-0.183405,-0.320416,0.15926,-0.280016,0.088787,0.069494,-0.250945,0.125407,-0.055932,-0.2302,0.282029,-0.00509,-0.23038,0.119597,-0.205658,0.336296,0.103004,-0.034879,0.008776,-0.299141,0.018634,-0.256293,-0.334008,0.346405,-0.108002,0.104629,0.145161,-0.078287,-0.215907,-0.199194,0.023399,0.044114,-0.201885,0.168405,0.017771,0.094248,0.248962,0.198483,-0.397149,0.02165,-0.036103,-0.029867,0.200324,-0.334449,0.121965,0.092776,-0.149626,-0.161838,0.187638,0.449698,0.080104,-0.024767,0.101086,-0.121858,-0.06221,0.062496,0.121446,-0.005763,-0.308272,-0.114151,-0.049307,-0.180145
6089,Campagnolo Zonda C17 Wheelset - 2017 Model,null,null,-0.032377,0.349486,0.112571,-0.443796,0.125871,-0.201417,-0.041284,-0.162291,-0.245644,0.140699,0.050448,-0.044338,0.247273,0.000499,-0.073717,0.103276,-0.220527,0.227155,0.22454,-0.148773,-0.019877,-0.344494,0.068331,-0.195822,-0.09579,0.224114,0.118261,0.196521,0.039382,-0.031495,-0.039264,-0.054437,-0.077837,0.12406,-0.224784,0.226553,0.012033,0.191767,0.281073,0.162678,-0.433334,-0.030887,0.020104,-0.02398,0.096151,-0.279838,-0.079262,0.217218,-0.149572,-0.166085,0.220592,0.307624,0.199692,0.017055,0.073742,0.095978,0.007926,0.056981,0.287397,-0.049189,-0.288264,-0.030997,-0.10615,-0.17328
6094,Campagnolo Neutron Ultra Wheelset,null,null,-0.19797,-0.400806,0.119076,-0.535257,0.002837,1.012647,-0.280117,-0.192286,-0.878213,-0.392921,0.706345,0.198476,0.434139,0.829727,0.18012,-0.66326,0.320614,-0.537557,-0.207385,0.024235,-0.210083,0.100185,-0.013607,-0.33888,0.273893,1.143672,-0.083287,-0.343323,-0.508889,0.146549,-1.269595,-0.125383,0.226757,0.18085,-0.752093,-0.054989,1.591158,0.299415,-0.347151,0.225147,-0.33963,0.500797,1.025166,-0.713141,0.612124,-0.503334,-0.230956,0.648506,0.186471,0.413803,0.490045,0.668622,0.528684,0.301332,0.936558,0.914084,0.013861,0.175496,-0.456387,-0.222702,0.552302,-0.219316,-0.599162,-0.738288
6354,Schwalbe Doc Blue Professional Tyre Sealant,null,null,0.614524,0.287535,-0.406757,-0.703849,0.33535,0.371621,-0.417997,-0.297167,0.2241,-0.778473,-0.508996,0.383165,0.221566,0.50338,0.28491,0.470785,0.397621,0.38843,0.218313,-0.282099,0.096037,-0.010802,-0.394261,-0.59691,0.331573,0.645805,0.399049,-0.251946,0.385738,0.234606,-0.735674,0.184567,0.21996,-0.541965,0.615086,0.029163,-0.138558,-0.644778,-0.201155,-0.349419,-0.148928,-0.729711,0.532049,0.20664,0.245411,-0.4018,-0.16168,0.367709,-0.410855,-0.895285,0.131368,0.961687,-0.098209,0.505014,0.178976,0.290167,0.94664,-0.459307,-0.958777,-0.211968,-0.094892,-0.242235,-0.141708,-0.081538
6355,bc basic Tubeless Valves - 2 Pack,null,null,-0.11412,0.380564,-0.090625,-0.247347,-0.05389,-0.141585,0.197216,-0.038449,-0.243418,0.188159,-0.000538,0.01959,0.103346,-0.089205,-0.239167,0.163461,-0.170166,0.280233,0.076264,0.020979,-0.195217,-0.226224,-0.010584,-0.215073,-0.311671,0.244047,-0.017835,0.13351,0.08188,-0.059102,-0.124083,-0.11134,0.033909,-0.058615,-0.064538,-0.03383,-0.010038,0.197879,0.196536,0.054792,-0.583063,-0.039094,0.003403,-0.070764,0.128888,-0.189838,0.043806,0.203485,-0.035917,0.001203,0.295291,0.382119,0.083298,-0.089575,0.120606,-0.111022,0.054004,0.078393,0.266372,-0.116064,-0.122412,-0.055765,-0.148326,-0.254902
6356,Schwalbe Tubeless Valves,null,null,-0.181888,0.25308,-0.03572,-0.228093,-0.173275,-0.184565,0.210587,0.077237,-0.28668,0.093944,-0.073335,-0.023435,0.23458,-0.013718,-0.10089,0.14229,-0.268932,0.217723,0.074624,-0.040365,-0.136231,-0.196189,0.204464,-0.134003,-0.367732,0.349364,-0.027362,0.084976,0.171428,0.053571,-0.289247,-0.149142,-0.019088,0.026857,-0.173774,0.022633,0.11088,0.003825,0.348851,-0.053844,-0.37856,-0.009316,-0.152703,-0.044169,0.155825,-0.266794,-0.085986,0.071208,0.07285,-0.172804,0.183107,0.312042,0.090093,-0.076598,0.076825,-0.022641,0.047181,-0.015522,0.170434,-0.464892,-0.153014,-0.077209,-0.074872,-0.293234
6357,tune One Shot Tyre Sealant,null,null,-0.273799,-0.187422,-0.186708,-0.071741,-0.101729,0.136447,-0.313128,-0.004985,0.02551,-0.371633,0.210492,0.259694,0.057427,0.267819,-0.197041,-0.3517,0.206974,-0.002622,-0.177962,-0.111711,0.11748,0.090567,0.374844,-0.124046,-0.015669,0.674701,0.106137,-0.2933,-0.212006,0.402384,-0.194719,-0.260626,0.150257,0.075246,-0.015922,-0.205655,-0.296027,-0.10597,-0.230061,0.084319,-0.195273,0.178998,0.160774,-0.059465,0.068159,-0.351253,0.03748,0.224531,-0.150587,-0.390489,0.201056,0.478993,0.280228,-0.186678,-0.115638,-0.057943,-0.145009,0.018026,-0.012359,0.134459,0.172216,-0.260756,-0.029209,0.147617
6359,Schwalbe Tubeless Rim Tape,null,null,-0.014077,0.185258,0.10673,-0.342609,0.155586,0.029975,0.097403,0.211646,-0.421626,0.197366,0.016171,0.044784,0.286047,0.002787,-0.308943,0.381199,-0.204201,0.366582,0.189924,-0.156295,-0.000251,-0.413967,-0.103174,-0.223798,-0.094992,0.277966,0.063705,-0.001185,0.018978,0.123709,-0.225451,-0.018028,0.022053,-0.041979,-0.1067,-0.075575,0.173361,0.234266,0.411457,0.048592,-0.345672,0.095785,-0.110312,-0.087818,0.233218,-0.171792,-0.03807,0.27771,-0.128105,-0.242669,0.087907,0.363511,0.155716,-0.015074,0.310189,0.072008,0.124117,0.087845,0.231422,-0.251494,0.008911,-0.212818,0.086721,-0.350399
6361,"DT Swiss Tubeless Ready Rim Tape, 10 m",null,null,-0.280527,-0.082176,-0.118776,-0.034525,-0.158427,0.212406,-0.18392,0.041972,0.048049,-0.396086,0.24014,0.30885,0.08929,0.109659,-0.018004,-0.502409,0.199019,0.070058,-0.24225,-0.244977,0.00473,0.254725,0.49329,-0.021364,-0.210301,0.756492,0.105405,-0.385038,-0.287629,0.299687,-0.071906,-0.11392,0.157627,0.415878,-0.04777,-0.140255,-0.234692,-0.145119,-0.336764,-0.06307,-0.295074,0.056765,0.285653,-0.095328,-0.012999,-0.290284,0.181557,0.395719,-0.047625,-0.347479,0.046771,0.4193,0.083867,-0.203282,-0.230538,0.014228,-0.022722,0.079609,-0.029119,0.107972,0.105433,-0.250089,-0.237836,0.175924
6364,bc basic Adhesive Tubeless Rim Tape,null,null,-0.129456,-0.030259,-0.007687,0.036405,0.054736,0.060143,0.158691,-0.207173,-0.192948,-0.44422,-0.105107,0.125305,-0.227962,0.121732,0.139262,0.398567,0.117128,-0.140955,0.421995,0.145664,-0.400369,-0.038633,-0.085217,0.68772,0.301693,0.481678,0.409292,0.1403,-0.654329,-0.334844,-0.112903,0.085321,0.209001,-0.036793,0.64223,0.271998,0.03004,0.248166,0.210594,0.135397,-0.42237,-0.00586,0.215274,-0.050255,-0.312724,-0.072305,0.252854,0.328571,0.121059,-0.174472,0.31155,0.621385,-0.045308,0.393993,-0.184196,0.290172,0.396154,-0.131275,0.555775,-0.125962,-0.19788,-0.05891,0.354226,-0.677874
6365,Schwalbe Valve Extensions,null,null,-0.127841,0.272862,-0.18069,-0.123491,0.118357,-0.161402,0.151613,0.060975,-0.26495,0.178416,-0.013964,-0.045403,0.241945,-0.09001,-0.085323,0.162953,-0.150661,0.236247,0.182888,0.058023,-0.119732,-0.131529,0.275771,-0.137343,-0.266739,0.344553,-0.03811,0.146794,0.135533,0.052988,-0.213595,-0.109777,0.073275,-0.021368,-0.389352,-0.034622,0.100053,0.04251,0.059048,-0.080379,-0.384032,0.039444,-0.019793,-0.177077,0.135112,-0.108888,-0.024147,0.054161,-0.197992,-0.13805,0.275839,0.24224,-0.015502,-0.144136,-0.085378,-0.105384,-0.037954,0.061586,0.189233,-0.430029,-0.069207,-0.173133,-0.134069,-0.438265
6366,Schwalbe Universal MTB Tubeless Kit,null,null,-0.219593,-0.028007,-0.158344,-0.074672,0.077502,-0.174629,0.121618,0.149306,-0.432745,-0.081257,-0.075964,-0.005053,0.102153,-0.058954,-0.041706,0.279614,-0.083776,0.072776,0.315756,0.027247,-0.00162,-0.278091,-0.037829,0.087284,0.101585,0.287374,0.169895,0.145878,-0.327355,-0.283455,0.066488,0.057926,0.10462,0.033189,0.390752,0.106998,0.008802,0.277238,0.169068,0.195347,-0.128723,0.147437,0.173843,-0.064916,-0.025876,-0.067375,0.282551,0.364984,-0.36646,0.047473,0.294912,0.505767,-0.182909,0.240126,-0.095131,-0.109441,0.117545,-0.136375,0.512276,-0.255318,-0.088766,0.013961,-0.132462,-0.36223
6372,Schwalbe Easy Fit Tire Assembly Liquid,null,null,-0.050687,0.325046,-0.17723,-0.175746,0.106687,-0.169191,-0.002604,0.066967,-0.406911,0.226186,0.027859,0.08291,0.296937,-0.019336,-0.126411,0.252817,-0.013009,0.329922,-0.072586,0.135919,-0.02657,-0.430422,0.108048,-0.007645,-0.432744,0.248047,-0.062775,0.177509,0.02594,-0.005847,-0.189192,-0.073395,0.050177,0.07212,-0.120179,0.05471,-0.002161,0.060361,0.29841,0.011792,-0.244307,-0.068978,0.003588,-0.074523,0.018237,-0.175458,0.009716,0.125118,-0.241041,-0.261182,0.256638,0.268701,0.115697,-0.207612,0.127217,0.012382,-0.017011,-0.003687,0.035224,-0.153052,-0.044631,-0.195832,-0.184502,-0.349297
6374,tune MTB Tubeless Valve,null,null,0.052409,0.258053,-0.142407,-0.322113,0.025819,-0.300465,0.136631,-0.04793,-0.311186,0.106745,-0.085961,-0.101273,0.262209,-0.009421,-0.113326,0.349874,-0.380269,0.145257,-0.027317,-0.072266,0.138743,-0.1791,-0.016703,-0.193431,-0.22694,0.194913,-0.035687,0.203874,0.087273,-0.045369,-0.288593,-0.129441,0.200622,-0.162931,-0.210006,0.131649,0.040811,0.172546,0.156849,0.08496,-0.477921,-0.13516,-0.097818,-0.068635,0.085909,-0.292848,-0.020427,0.19997,-0.135658,-0.182448,0.138026,0.370488,0.068654,0.117445,0.001433,-0.309266,0.078956,0.157786,0.150654,-0.16194,-0.192028,-0.137359,-0.103918,-0.195207
6375,MarshGuard FCK Flats Durchschlagschutz,null,null,-0.21553,0.390632,-0.203042,-0.13742,0.126418,-0.121941,0.100076,-0.046809,-0.365148,0.342366,-0.002036,-0.100121,0.285396,-0.111761,-0.313853,0.17441,-0.092596,0.192138,0.157877,0.030198,-0.042161,-0.163639,0.13405,-0.10847,-0.213483,0.262617,0.172646,0.033812,0.116601,0.057784,-0.108843,-0.113666,0.088314,0.176671,-0.194468,0.09219,-0.041455,0.047142,0.06892,-0.006395,-0.441575,-0.021387,-0.036534,-0.021762,0.060114,-0.152828,-0.016005,0.182532,-0.244605,-0.19418,0.280692,0.312258,-0.02174,-0.129885,-0.074956,0.048803,0.048474,-0.024367,0.195006,-0.27976,-0.183954,-0.140838,-0.200055,-0.439317
6377,"CushCore 27.5"" Tyre Insert Kit",null,null,-0.364272,0.373819,-0.291899,-0.028842,-0.001436,-0.187786,0.187094,-0.043555,-0.100786,0.22775,0.038757,-0.094327,0.173908,0.00564,-0.032186,0.071184,-0.192496,0.373295,0.097857,0.004633,-0.067743,0.004744,0.256758,-0.217901,-0.341864,0.454295,-0.037915,0.245158,0.215652,0.012134,-0.145149,-0.14822,0.020681,0.035152,-0.319266,0.071293,0.19367,0.044169,-0.031546,-0.045983,-0.375603,-0.076846,0.088796,-0.029503,0.086601,-0.131388,0.192401,-0.072055,-0.163494,-0.050848,0.460914,0.320158,0.068638,-0.106334,-0.171184,-0.024678,-0.005253,0.039499,0.237676,-0.265147,-0.344127,0.170904,-0.162186,-0.366897
6380,"e*thirteen Tubeless Rim Tape, 8 m",null,null,-0.164911,0.052125,0.098657,-0.402982,0.047774,-0.087166,-0.046712,-0.256108,-0.164133,-0.015257,0.289562,0.078251,-0.084484,0.035339,-0.151139,-0.247147,0.16901,0.181583,-0.037256,-0.076145,0.084982,-0.371454,0.242218,-0.140667,-0.135695,0.552872,0.023132,-0.040417,-0.078629,0.147524,-0.069332,-0.169304,-0.057421,0.068344,-0.014332,0.148495,0.192854,-0.095883,-0.023673,0.154457,-0.241459,0.142918,0.117536,-0.049107,0.057354,-0.214276,-0.048797,-0.022459,0.020976,-0.277126,0.111073,0.39472,0.40868,-0.039384,-0.051603,-0.069594,-0.108022,-0.079105,-0.132695,0.037283,-0.144538,-0.17668,0.135899,-0.021217
6504,"Mavic Crossride FTS-X 6-bolt Disc 26"" Wheelset",null,null,-0.118657,0.333558,0.076602,-0.237354,0.105692,-0.073885,0.087586,0.017886,-0.314197,0.42209,-0.112122,0.028885,0.091337,0.023153,-0.203631,0.416494,-0.267927,0.212064,0.178146,0.0644,-0.080141,-0.106114,-0.077974,-0.130181,-0.224964,0.306887,0.063799,0.073895,-0.122744,-0.02375,-0.071657,-0.092371,0.041155,0.097313,-0.131723,0.024018,-0.048433,0.1457,0.241541,0.186834,-0.474658,0.021603,-0.085496,0.008629,0.15645,-0.220817,0.055879,0.388429,-0.001035,-0.091382,0.093095,0.330872,0.016525,-0.067813,0.122894,-0.130222,0.060165,0.04251,0.194355,-0.242739,-0.053322,-0.304423,-0.26808,-0.248053
6508,"bc basic Mountain Alivio Disc 6-bolt 26"" Wheel",null,null,0.090251,0.012007,0.034934,0.121407,0.055093,0.033852,0.100621,-0.169807,-0.344285,-0.452369,-0.272108,0.108917,-0.115616,0.141316,0.16253,0.333081,-0.148145,0.026014,0.438115,0.307103,-0.458058,-0.08204,0.000915,0.670003,0.011578,0.41899,0.321981,0.05657,-0.74373,-0.489305,-0.138063,0.234354,0.237302,-0.047403,0.643608,0.258804,0.102062,0.226277,0.113791,0.333614,-0.392603,-0.086158,0.384697,-0.172197,-0.345664,-0.229494,0.386355,0.398878,0.019632,-0.303887,0.091598,0.356347,-0.202907,0.244513,-0.003003,0.250924,0.387622,-0.031538,0.296213,0.115059,-0.355051,-0.085039,0.557149,-0.804914
6756,Schwalbe High Pressure Rim Tape,null,null,-0.061125,0.427427,-0.076998,-0.284967,-0.028716,-0.055889,0.212942,0.02042,-0.23391,0.406699,-0.171798,0.056604,0.103883,0.010557,-0.123762,-0.000637,-0.220772,0.285328,0.141432,-0.084919,-0.219701,-0.008475,0.105047,-0.286955,-0.175464,0.529327,-0.192091,-0.106736,0.132331,-0.075239,0.03111,-0.166925,-0.004765,0.20176,-0.211439,-0.1349,0.090003,0.013745,0.203426,0.012567,-0.494472,-0.052915,-0.162483,-0.185414,0.188264,-0.226799,0.125124,0.241048,-0.092227,-0.026027,0.13934,0.414907,-0.057722,-0.149213,0.10583,0.182907,0.113132,-0.106004,0.213624,-0.290467,-0.155834,-0.012776,-0.221376,-0.148235
6757,Schwalbe Tubeless Rim Tape,null,null,-0.14902,0.377647,-0.055965,-0.190207,0.058167,-0.06259,0.048671,-0.134355,-0.210543,0.367663,-0.105346,0.058924,0.1408,-0.064243,-0.153472,0.082754,-0.160402,0.283838,0.222266,0.129959,-0.254251,-0.246652,0.214077,-0.131104,-0.263738,0.245425,0.032465,0.153468,0.017825,0.064411,-0.160223,-0.029679,-0.154989,0.029745,-0.094942,0.000251,-0.122716,0.14238,0.184865,0.019694,-0.327889,0.058701,-0.063354,-0.073397,0.057965,-0.172,-0.084758,0.170616,-0.041663,-0.055215,0.21314,0.362426,0.115166,-0.09516,-0.025898,-0.155313,-0.00717,0.092769,0.125464,-0.42892,-0.028223,-0.13326,-0.214382,-0.406687
6758,"DT Swiss Tubeless Ready Rim Tape, 10 m",null,null,-0.212417,-0.052178,-0.187686,-0.007567,-0.140571,0.047775,-0.299046,-0.013367,0.030317,-0.45612,0.207478,0.265694,0.096703,0.133184,-0.089859,-0.493903,0.057086,0.351223,-0.276473,-0.265256,0.086847,-0.067463,0.367734,0.001928,-0.135902,0.570203,0.132801,-0.127423,-0.145543,0.186263,-0.353946,-0.228105,0.052629,0.135161,0.177606,-0.12379,-0.28588,0.123027,-0.175728,0.050538,-0.059792,0.39661,0.302265,-0.251395,0.036881,-0.291788,0.09673,0.254482,-0.175319,-0.486196,0.290782,0.354423,0.327049,-0.109318,-0.052448,-0.007577,-0.140192,0.019354,-0.040363,0.466901,0.229627,-0.054439,0.05,-0.009647
6759,bc basic Adhesive Tubeless Rim Tape,null,null,-0.119608,0.089257,-0.074051,0.070339,-0.048316,0.15755,-0.018262,-0.298146,-0.101589,-0.30342,-0.227243,0.218639,-0.11961,0.069793,0.066804,0.335084,-0.134393,-0.186497,0.605038,0.329368,-0.516485,-0.028202,0.058979,0.673408,0.236192,0.38194,0.246581,0.131692,-0.571825,-0.359414,-0.137744,0.123582,0.032964,-0.067741,0.518056,0.056838,-0.135394,0.230449,0.015039,0.110762,-0.411328,0.112278,0.281967,-0.105398,-0.40608,0.046986,0.167293,0.336,0.112317,-0.160091,0.468772,0.548895,-0.075133,0.083106,-0.218863,0.208214,0.183479,-0.205136,0.457164,-0.259153,-0.156447,0.017637,0.357694,-0.703219
6761,TUFO Extreme Two Sided Gluing Tape for Road Tubular Tyres,null,null,-0.090426,0.408617,-0.091668,-0.235856,0.020332,-0.213293,0.058593,0.007213,-0.327739,0.221078,-0.103791,-0.075343,0.239843,-0.096022,-0.071688,0.161522,-0.169852,0.335732,0.179811,-0.059461,-0.12598,-0.152588,0.237244,-0.293792,-0.184486,0.237019,0.032064,0.146638,0.119114,-0.007685,-0.215184,-0.092165,0.013993,0.134047,-0.090652,0.180957,0.020571,0.071075,0.247014,-0.037504,-0.539065,0.131614,0.02101,-0.09273,0.047996,-0.136722,0.051561,0.082425,-0.174123,-0.052959,0.258958,0.249369,0.124604,-0.076513,0.021313,-0.058185,-0.010412,-0.052778,0.150283,-0.106239,-0.19255,-0.060365,-0.156389,-0.323378
