id,product_name_full,context_name,service_name,emds1,emds2,emds3,emds4,emds5,emds6,emds7,emds8,emds9,emds10,emds11,emds12,emds13,emds14,emds15,emds16,emds17,emds18,emds19,emds20,emds21,emds22,emds23,emds24,emds25,emds26,emds27,emds28,emds29,emds30,emds31,emds32,emds33,emds34,emds35,emds36,emds37,emds38,emds39,emds40,emds41,emds42,emds43,emds44,emds45,emds46,emds47,emds48,emds49,emds50,emds51,emds52,emds53,emds54,emds55,emds56,emds57,emds58,emds59,emds60,emds61,emds62,emds63,emds64
78,Shimano XT CS-M771-10 10-speed Cassette,null,null,-0.164582,0.33404,-0.075509,-0.261058,0.019563,-0.219358,0.101284,0.017522,-0.170027,0.215189,-0.105057,-0.059139,0.067827,-0.054906,-0.135689,0.089511,-0.233073,0.292893,0.202583,-0.216945,-0.083858,-0.256088,0.130625,-0.116968,-0.18796,0.442985,-0.092654,0.177758,0.04713,0.036688,-0.202361,-0.160897,-0.003856,0.118659,-0.234666,-0.091085,0.031943,0.070997,0.198621,0.032306,-0.331693,-0.028089,-0.19051,-0.082927,0.105993,-0.169659,-0.055477,0.068313,-0.094643,-0.288043,0.126725,0.328283,0.150164,-0.145568,-0.080713,-0.031762,0.018771,-0.036731,0.277982,-0.338878,-0.132614,-0.166503,-0.088448,-0.346754
80,SRAM XG-1275 12-speed Cassette for GX Eagle - 2018 Model,null,null,0.033725,0.371529,0.093057,-0.356187,-0.103644,-0.159649,0.067632,0.114821,-0.183236,0.240865,-0.113176,0.121448,0.069234,-0.16717,-0.126398,0.170253,-0.113246,0.370135,0.212302,-0.162868,-0.171068,-0.158191,0.203641,-0.19013,-0.25094,0.262719,-0.248408,0.096842,0.032782,-0.012889,-0.0974,-0.211874,0.171921,-0.01388,-0.245418,0.06864,0.082076,0.099367,0.255467,-0.039339,-0.459685,-0.076324,-0.037723,-0.185324,0.077385,-0.16452,-0.031971,0.249664,-0.189916,-0.339683,0.028977,0.235235,0.074974,-0.268629,-0.018597,0.03152,0.188529,0.109798,0.056207,-0.128667,-0.099073,-0.107139,-0.083091,-0.329522
82,Shimano 105 CS-R7000 11-speed Cassette,null,null,-0.066893,-0.059764,-0.131837,0.175015,-0.055555,0.091565,0.200668,-0.252128,-0.177343,-0.451479,-0.015069,0.162232,0.052228,0.158066,0.132723,0.313077,-0.089992,-0.200177,0.402487,0.309157,-0.401463,0.043825,0.128763,0.765404,0.119723,0.405019,0.297306,-0.061471,-0.461705,-0.26417,0.048031,0.160559,0.124139,-0.057345,0.513071,0.208578,0.021697,0.203738,-0.044614,0.220676,-0.360276,-0.105955,0.286218,-0.120879,-0.357236,-0.157387,0.134034,0.370594,0.017071,-0.2019,0.411048,0.392107,-0.118192,0.161297,-0.251166,0.336193,0.35918,-0.130789,0.406354,-0.252615,-0.362102,-0.001886,0.32046,-0.787519
98,SRAM PG-1170 11-speed Cassette,null,null,-0.105874,-0.090328,-0.049408,0.102769,0.005586,0.055479,0.10562,-0.220408,-0.239732,-0.341421,-0.302211,0.142471,-0.193794,0.211332,0.209352,0.373021,-0.079176,-0.031016,0.505574,0.283503,-0.384317,-0.056141,-0.002948,0.656554,0.183903,0.613965,0.410968,0.092233,-0.753098,-0.313375,-0.060154,0.199306,0.177463,0.014154,0.708153,0.086064,-0.045501,0.130696,0.093777,0.230775,-0.448728,-0.069833,0.233647,0.077057,-0.403131,-0.184034,0.282013,0.209878,0.177671,-0.289774,0.050746,0.520857,-0.036426,0.330191,-0.209912,0.217362,0.278454,-0.140911,0.410721,-0.183498,-0.314697,-0.117262,0.457727,-0.749914
102,Shimano 105 CS-5700 10-speed Cassette,null,null,-0.235774,0.269668,-0.088708,-0.27148,0.148571,-0.148136,-0.015868,-0.025012,-0.121554,0.38406,0.125002,0.13096,0.125901,0.066369,-0.065868,0.166819,-0.100591,0.224462,0.250836,-0.026936,-0.176403,-0.208177,0.209397,-0.062398,-0.224088,0.342518,-0.081076,0.174901,0.055952,0.020088,-0.151788,-0.208498,-0.009277,0.106056,-0.286303,0.060215,-0.006418,0.095158,0.165938,-0.044305,-0.354641,0.042816,0.03614,-0.024485,0.202656,-0.07738,-0.131382,0.082815,-0.058219,-0.225622,0.1829,0.296706,0.18814,-0.05331,-0.055583,-0.096041,0.038307,-0.153668,0.227782,-0.462892,-0.033139,-0.102511,-0.221249,-0.371859
104,Shimano CS-HG51-8 8-speed Cassette,null,null,-0.086941,-0.071655,-0.168074,0.025566,0.062956,0.058608,0.091065,-0.250784,-0.260249,-0.514557,0.007876,0.205293,-0.074902,0.191017,0.273137,0.192751,-0.055407,-0.187489,0.471047,0.331261,-0.371762,0.039278,0.08165,0.58781,0.214041,0.379133,0.265797,0.087432,-0.50864,-0.532319,-0.009603,0.149808,0.083756,0.003992,0.512647,0.236989,-0.000527,0.184284,-0.053912,0.250612,-0.438822,-0.036948,0.474345,-0.010237,-0.342597,0.000492,0.136749,0.313839,-0.222683,-0.187442,0.365494,0.538715,-0.135759,0.304616,-0.241622,0.160825,0.255075,-0.29417,0.582178,-0.184989,-0.341939,0.065587,0.193338,-0.746094
115,Campagnolo Chorus 11-speed Cassette,null,null,-0.146502,-0.074094,-0.060356,-0.082994,-0.254138,0.15264,-0.365406,0.034393,0.115549,-0.29758,0.050032,0.256425,-0.008782,-0.018149,-0.230958,-0.307472,0.204563,0.201958,-0.076059,-0.175887,-0.092292,-0.020278,0.498804,-0.138493,-0.021876,0.67793,0.134562,-0.113945,-0.316582,0.270808,-0.168662,-0.020378,0.08342,0.064643,0.289167,-0.133849,-0.300942,-0.0555,-0.314327,-0.067651,-0.211337,0.255995,0.267931,-0.260553,0.013601,-0.392441,0.261394,0.309756,-0.080617,-0.267294,0.135158,0.359048,0.25718,-0.228167,-0.067189,-0.12488,-0.163959,0.064955,-0.202954,0.297142,0.171922,-0.201413,0.034598,0.137439
116,Shimano XT CS-M760 / CS-M770 9-speed Sprocket,null,null,-0.098919,0.364076,-0.152736,-0.270724,0.075815,-0.234412,0.184462,-0.082261,-0.358535,0.189767,-0.024359,-0.09138,0.105213,-0.011673,-0.151727,0.04977,-0.155033,0.30379,0.018834,-0.018225,-0.106486,-0.192456,0.172395,-0.328176,-0.240144,0.375571,-0.027886,0.180393,0.252213,-0.108434,-0.301306,-0.174806,-0.042219,0.028976,-0.180697,0.037409,0.192496,0.014108,0.218159,0.06132,-0.391902,0.052387,-0.093458,-0.116478,0.138426,-0.09863,0.037968,-0.031445,-0.222352,-0.311128,0.292184,0.345707,0.019791,-0.124235,-0.044513,0.006815,0.032165,-0.04618,0.17735,-0.10481,-0.248106,-0.094202,0.017683,-0.349024
118,Shimano Claris CS-HG50-8 8-speed Cassette,null,null,0.231401,-0.341226,0.103614,0.206952,-0.522792,0.416535,0.026831,-0.141447,0.387618,-0.306827,-0.059321,0.42329,0.903828,0.427868,0.616167,-0.445828,0.010763,-0.316059,0.304204,-0.221541,0.284649,-0.713618,0.383368,0.251794,-0.471068,0.068149,-0.362296,-0.329022,0.38993,-0.282597,-0.330935,-0.055077,-0.008263,-0.152009,0.198626,0.165393,0.504491,0.140769,0.165612,0.460308,-0.248617,-0.641666,0.46659,-0.113946,-0.218154,-0.17445,-0.279418,0.943376,0.102047,-0.572622,0.75002,0.60627,-0.233556,-0.566368,-0.575164,-0.256781,0.21062,0.437489,0.150201,-0.349573,0.112166,0.439649,-0.283934,-0.798434
119,Shimano Sprocket for XT CS-M771 10-speed,null,null,-0.334072,-0.102448,-0.030501,0.075977,0.040699,0.06178,0.161612,-0.388752,-0.230252,-0.45416,-0.086928,0.016422,-0.094688,0.245199,0.261319,0.420171,0.01062,-0.208338,0.345684,0.094448,-0.220178,-0.047954,-0.131549,0.492741,0.280899,0.490253,0.464007,0.212606,-0.592568,-0.152035,-0.02408,0.122731,0.268473,-0.094455,0.536384,0.263845,0.066816,0.250098,-0.06362,0.199474,-0.409863,0.092008,0.273467,0.093965,-0.327236,-0.122882,0.30391,0.324078,0.085849,-0.095522,0.484196,0.535851,-0.023474,0.316343,-0.236449,0.15587,0.204164,-0.10737,0.49567,-0.147787,-0.369189,0.031505,0.398504,-0.588999
120,SunRace CSMX3 10-speed Cassette,null,null,-0.231171,0.015853,-0.118296,-0.127135,-0.216056,0.254195,-0.376613,0.033985,-0.042636,-0.375073,0.265063,0.222493,0.182913,0.020635,-0.163161,-0.600872,0.116316,0.270245,-0.3689,-0.271371,0.076379,0.072966,0.369249,-0.252167,-0.279542,0.927269,0.153279,-0.402733,0.041089,0.28806,-0.207271,-0.07618,-0.08088,0.341337,0.048832,-0.12436,-0.070769,-0.157103,-0.307065,-0.047093,-0.166515,0.190138,0.244925,-0.24692,-0.003976,-0.373261,0.209216,0.231982,0.042897,-0.425139,0.270445,0.411638,0.226462,-0.269026,-0.038051,0.050982,-0.071256,-0.01891,-0.058128,0.31523,-0.011919,-0.090188,0.099303,0.189413
123,SRAM XG-1080 10-speed Cassette,null,null,-0.214041,0.021996,-0.09054,-0.147806,-0.165346,0.006858,0.035455,-0.171444,-0.09702,-0.256975,0.095847,0.079589,0.126929,-0.0155,-0.010796,-0.19358,0.095733,0.174915,-0.296953,-0.123748,-0.118104,-0.099827,0.236835,-0.146672,-0.296695,0.453375,0.061626,-0.073911,0.044184,0.124633,-0.278662,-0.195511,0.200029,0.123029,-0.020057,-0.020498,0.021642,0.067205,0.180156,0.006464,-0.337765,0.053227,0.038955,0.099647,0.077915,-0.096528,-0.061401,-0.030668,0.063381,-0.304655,0.357408,0.347301,0.23665,-0.220366,-0.033463,-0.04069,-0.042096,0.232112,0.054874,0.152303,-0.035127,-0.081486,-0.046662,0.120025
125,Shimano Ultegra CS-6800 11-speed Cassette,null,null,-0.078347,0.043903,0.037971,0.070517,0.070985,-0.043566,0.132855,-0.40571,-0.252539,-0.305502,-0.172861,0.184008,-0.164893,0.18233,0.2484,0.262599,0.104481,-0.093157,0.261734,0.335838,-0.290465,-0.150586,-0.072318,0.7725,0.012904,0.481319,0.503504,0.095248,-0.599382,-0.368703,-0.108275,0.164422,0.22677,-0.057961,0.705942,0.342347,0.015409,0.263996,0.127187,0.351976,-0.197147,0.097046,0.297406,0.063224,-0.502604,-0.075335,0.136219,0.26231,0.050194,-0.304776,0.471157,0.569629,0.005441,0.323393,-0.311964,0.249093,0.169373,-0.093583,0.377515,0.033473,-0.337569,-0.128303,0.329079,-0.650226
139,Shimano XTR CS-M9000 11-speed Cassette - Closeout,null,null,-0.312995,0.008893,0.008319,0.064383,-0.195518,0.163507,-0.186804,-0.161544,0.066781,-0.294874,0.121362,0.230535,0.107245,0.083818,-0.065327,-0.422362,0.324015,0.13749,-0.150592,-0.192934,0.110256,0.253398,0.431972,-0.093838,-0.055766,0.671564,0.264592,-0.254584,-0.112539,0.301179,-0.208797,-0.146058,0.041955,0.330079,0.187545,-0.040927,-0.183334,0.108323,-0.198496,0.025043,-0.175698,0.314957,0.211523,-0.148589,-0.023345,-0.258151,0.151683,0.33041,0.047945,-0.325038,0.331675,0.363199,0.139144,-0.178164,-0.266828,0.06225,-0.036685,0.097859,-0.087264,0.230608,0.125558,-0.215266,-0.084235,0.0749
148,Shimano XTR CS-M980 10-speed Cassette,null,null,-0.016383,0.2986,-0.150927,-0.225682,-0.022904,-0.174093,0.133712,0.111483,-0.294524,0.286118,0.067599,-0.106869,0.141303,0.000128,-0.256674,0.153813,-0.302934,0.274287,0.08779,-0.040052,0.054527,-0.310998,0.011037,-0.186701,-0.310526,0.273453,-0.299341,0.128042,0.00443,-0.215682,-0.084826,-0.208628,0.084691,0.020018,-0.10461,0.159747,0.076132,-0.067252,0.151878,0.153152,-0.511566,-0.234376,-0.013611,-0.176591,0.003598,-0.374225,0.131061,0.111708,-0.225033,-0.416178,0.021067,0.348338,0.083257,-0.065073,0.070051,-0.183063,0.011508,0.098869,0.132055,-0.021376,-0.211673,-0.07983,-0.017477,-0.271292
152,Hope 11-speed Cassette + Hope Pro 4 Freehub Body,null,null,-0.261729,0.332831,-0.086515,-0.181092,0.002795,-0.131231,0.003784,-0.086067,-0.233724,0.400924,-0.124583,-0.045639,0.136409,0.010967,-0.068471,0.181474,-0.175728,0.26146,0.210043,-0.188652,-0.040514,-0.175873,0.077479,-0.246734,-0.225806,0.338612,-0.00652,0.230404,0.064832,-0.068567,-0.205307,-0.141521,0.022995,0.002564,-0.148012,0.005356,-0.024112,0.231339,0.274453,0.015638,-0.48016,0.120203,-0.094151,-0.038237,0.149862,-0.213735,0.033519,0.177434,-0.062038,-0.16112,0.209412,0.306329,0.067305,-0.042538,-0.062301,-0.065684,-0.064639,0.024741,0.371756,-0.185535,-0.111191,-0.111622,-0.142921,-0.390516
214,Shimano CN-HG701-11 11-speed Ultegra / XT / E-Bike Quick-Link Chain,null,null,-0.072947,0.153162,-0.11303,0.149148,-0.103653,0.005513,0.200741,-0.155674,-0.216584,-0.227424,-0.204167,0.060089,-0.13539,0.087875,0.126085,0.485679,-0.003232,-0.185153,0.520454,0.361805,-0.400315,0.063478,0.035232,0.703281,0.196509,0.521968,0.157218,0.124582,-0.649158,-0.465644,-0.085052,0.098152,0.282194,-0.207996,0.578524,0.235174,0.094167,0.167229,-0.084267,0.165668,-0.459356,0.076746,0.276255,-0.18127,-0.34814,-0.129338,0.390599,0.407455,0.025042,-0.078441,0.38971,0.53483,-0.173063,0.25668,-0.124287,0.265054,0.212468,-0.227085,0.311795,-0.24906,-0.25084,-0.014097,0.346106,-0.824857
216,Shimano CN-HG93 9-speed Chain,null,null,-0.205594,-0.345315,0.161069,-0.420451,-0.141565,1.011214,-0.065166,-0.17857,-0.755933,-0.394231,0.585456,0.205804,0.554692,0.69423,0.254667,-0.682234,0.314511,-0.424676,-0.11224,0.017019,-0.313728,0.29522,-0.034481,-0.404767,0.241271,1.092413,-0.082539,-0.368932,-0.379622,0.262136,-1.233631,-0.053968,0.181381,0.29438,-0.86291,-0.21267,1.506714,0.364697,-0.324437,0.082823,-0.438223,0.39974,0.892429,-0.64502,0.686854,-0.515349,-0.378719,0.729728,0.17665,0.437827,0.541981,0.60172,0.438341,0.202183,0.747832,1.070054,0.149529,0.255365,-0.471205,-0.418308,0.543973,-0.311497,-0.768477,-0.846648
217,Shimano CN-HG701 Ultegra / XT / E-Bike 11-speed Chain,null,null,-0.153205,0.272559,-0.203382,-0.365114,-0.085862,-0.200828,0.082883,-0.135115,-0.193236,0.276494,-0.015727,-0.127245,0.228942,-0.071355,-0.039282,0.110336,-0.333103,0.197704,0.095371,0.079665,-0.117107,-0.141463,-0.0294,-0.214305,-0.284109,0.359414,-0.190731,0.14652,0.120101,0.017525,-0.266811,-0.187024,0.22532,0.046941,-0.283512,0.063349,-0.003127,0.020955,0.205601,-0.042347,-0.430277,-0.030077,-0.102963,0.005844,-0.08225,-0.274396,-0.024109,-0.003566,0.031991,-0.245644,0.224788,0.319707,0.057797,-0.034583,-0.079789,-0.111247,0.051148,0.124008,0.079177,-0.159554,-0.22908,0.100104,-0.136924,-0.174544
222,SRAM PC X1 11-Speed Chain,null,null,-0.13134,0.252864,-0.146875,-0.253458,0.01153,-0.174685,0.245302,-0.112577,-0.362103,0.176733,0.218298,-0.000223,0.158454,-0.002794,-0.220453,0.089363,-0.047529,0.084639,0.053564,-0.057116,-0.082389,-0.160926,0.124045,-0.181096,-0.134247,0.233849,-0.12803,-0.093188,0.230112,0.035241,-0.177763,-0.259297,0.038826,0.047802,-0.139602,-0.008396,-0.107685,0.200269,0.330237,-0.019534,-0.453949,0.044699,-0.164473,-0.114709,-0.05261,-0.115577,-0.141376,0.234117,-0.06498,-0.160265,0.168979,0.501126,0.056841,-0.194679,0.022568,-0.042527,0.137817,-0.108108,0.345216,-0.432791,-0.046701,-0.201499,-0.105076,-0.241032
234,SRAM PC 971 9-speed Chain,null,null,-0.025466,0.235489,-0.07336,-0.177169,-0.07481,-0.20092,0.019135,0.009529,-0.310496,0.27611,-0.044969,-0.099012,0.082623,-0.109313,-0.17529,0.184688,-0.195857,0.177568,0.218285,-0.012838,-0.034879,-0.083857,0.065563,-0.327324,-0.26139,0.354157,0.113946,0.166106,-0.01188,-0.069932,-0.282463,-0.188079,0.023961,0.036117,-0.280819,-0.120125,0.067195,0.228752,0.381269,0.107776,-0.442543,-0.003633,-0.045898,-0.162635,0.110963,-0.299631,-0.027836,0.137672,-0.179198,-0.336456,0.071687,0.42174,0.072666,-0.021728,0.050874,-0.019149,0.000008,-0.06273,0.152912,-0.268333,-0.049609,-0.148004,-0.030286,-0.308229
240,SRAM PC Red 22 11-speed Chain,null,null,-0.062992,0.359615,-0.141943,-0.275706,-0.081429,-0.217573,0.300972,-0.082095,-0.284056,0.151973,-0.108619,-0.083213,0.254819,-0.131838,-0.132556,0.230335,0.036663,0.230352,0.142438,-0.244867,-0.071906,-0.129109,0.159976,-0.023554,-0.228363,0.300707,-0.142453,0.078996,0.166919,0.012951,-0.307169,-0.218458,0.210998,-0.029304,-0.25013,0.128624,-0.067894,0.113659,0.297066,-0.16156,-0.513433,-0.021372,-0.192846,-0.076596,0.157278,-0.147626,-0.072143,0.125439,-0.147896,-0.102821,0.210367,0.24446,0.12192,-0.269842,-0.065221,0.095565,-0.087848,-0.003859,0.170587,-0.220335,-0.255866,-0.130186,-0.330292,-0.313173
241,Shimano CN-E6090-10 STEPS 10-speed Chain for E-Bikes,null,null,-0.238327,0.409622,-0.121382,-0.203645,-0.010292,-0.144048,0.170084,0.024861,-0.279017,0.15782,-0.001232,-0.090032,0.170772,-0.016758,-0.101881,0.163525,-0.208793,0.319727,0.031095,-0.141867,-0.181758,-0.1298,0.075281,-0.281835,-0.348121,0.267543,-0.043983,0.19133,0.169006,-0.025082,-0.139397,-0.25143,0.054323,0.125536,-0.292947,0.210213,0.097956,0.095578,0.083264,0.048705,-0.489526,-0.041039,0.086513,-0.103984,0.056602,-0.25917,0.134471,0.197169,-0.284973,-0.193548,0.270152,0.167777,-0.031722,-0.189117,0.129574,-0.05474,0.141356,-0.036942,0.310315,-0.201525,-0.348582,0.02815,-0.054419,-0.340202
243,SRAM PC 951 9-speed Chain,null,null,-0.255709,0.060841,-0.086933,-0.110638,-0.174285,0.067347,-0.287323,0.123625,0.091636,-0.289823,0.039999,0.174368,0.019835,0.034822,-0.039988,-0.479555,0.190771,0.198708,-0.24105,-0.126998,0.152106,0.250118,0.430028,-0.27344,-0.171991,0.910479,-0.133458,-0.335798,-0.176334,0.171366,-0.319058,-0.165326,0.139452,0.29517,0.030806,-0.183236,-0.200887,-0.27195,-0.315259,0.015471,-0.229742,0.097264,0.203835,-0.048955,0.008613,-0.393223,0.217088,0.104263,0.023166,-0.474571,0.06852,0.398959,0.119682,-0.101344,-0.217364,-0.12456,-0.015156,0.051475,-0.129439,0.160518,-0.009563,-0.238097,0.109831,0.121286
251,SRAM PC 1091 10-speed Chain,null,null,0.002414,0.270152,-0.016636,-0.208468,0.016035,-0.214306,0.049873,0.008335,-0.293485,0.515049,-0.059885,-0.109311,0.039477,-0.004751,-0.029164,0.064196,0.147686,0.247267,0.080645,-0.082605,-0.15299,-0.127177,0.140711,-0.166369,-0.318229,0.424096,-0.1904,0.227915,-0.055468,-0.001547,-0.094653,-0.102958,0.349885,0.042794,-0.297432,0.003422,0.201919,-0.104067,0.17688,-0.070681,-0.3715,-0.007934,-0.039789,-0.127543,0.064447,-0.202585,0.109949,0.225072,-0.103482,-0.211968,0.13364,0.324175,0.046051,-0.068508,-0.060221,0.102839,0.08149,-0.049916,0.088744,-0.207526,-0.03675,-0.04816,-0.273837,-0.312968
258,SRAM PC 1031 10-speed Chain,null,null,-0.238275,0.262569,-0.016461,-0.208957,0.011283,-0.008606,0.16194,-0.124934,-0.276873,0.246567,-0.017652,-0.056703,0.274586,-0.163611,-0.082577,0.24408,-0.106043,0.172498,0.123511,0.04667,-0.06954,-0.152416,0.032452,-0.035884,-0.348159,0.250063,0.070383,0.119759,0.032841,0.130951,-0.159362,-0.036437,0.078442,0.157734,-0.303207,0.107901,-0.085656,0.051193,0.155173,-0.016541,-0.397021,-0.014459,-0.019939,0.080699,0.119437,-0.152983,-0.12906,0.238914,-0.078546,-0.062159,0.170762,0.412923,0.005239,0.005029,-0.071666,-0.087332,0.011017,0.051621,0.0907,-0.372233,-0.151989,-0.156463,-0.352051,-0.334986
265,Shimano CN-6600 10-speed Ultegra / Dura Ace / 105 Chain,null,null,-0.133062,0.059889,-0.100051,0.032457,-0.062432,-0.00084,0.090242,-0.256283,-0.16466,-0.420628,-0.23654,0.148926,-0.159072,0.026898,0.122819,0.288963,-0.151349,-0.113264,0.452356,0.347763,-0.416702,-0.214774,0.006222,0.623921,0.067061,0.53925,0.359729,0.198432,-0.670458,-0.350155,-0.053809,0.219296,0.031483,-0.024527,0.735651,0.151846,0.042587,0.103173,0.005287,0.177376,-0.277963,-0.07646,0.378461,-0.05321,-0.423774,-0.18433,0.29068,0.236899,0.040244,-0.225581,0.409949,0.358723,-0.035791,0.321016,-0.275586,0.194961,0.245492,-0.187688,0.336697,-0.19044,-0.361659,-0.015389,0.396007,-0.708224
327,Shimano XT CS-M8000 11-speed Cassette + CN-HG701 11-speed Chain Set,null,null,-0.062166,0.303542,-0.125662,-0.243181,-0.017272,-0.186886,0.039204,0.010334,-0.311154,0.247874,0.047522,-0.017231,0.165415,-0.04937,-0.031158,0.310955,-0.217385,0.259112,0.084514,0.114519,-0.052141,-0.160372,0.227018,-0.158675,-0.272615,0.235219,-0.194981,0.040267,0.064242,-0.164006,-0.215796,-0.232488,0.092659,-0.001479,-0.108271,0.125017,-0.197751,0.083757,0.337037,0.090007,-0.499314,-0.000427,-0.015858,-0.038429,-0.09036,-0.186148,0.070974,0.15834,-0.186243,-0.146368,0.141812,0.280911,-0.035091,-0.099449,0.044729,-0.222953,0.098385,-0.03148,0.287388,-0.195199,-0.201291,-0.094208,-0.191713,-0.304755
330,Shimano XT CS-M770 Cassette + CN-HG93 9-speed Chain Set,null,null,-0.211375,-0.140159,-0.24971,-0.0498,-0.204311,0.157477,-0.269668,0.042001,0.077785,-0.416389,0.280964,0.268189,0.115756,0.132796,-0.140695,-0.426876,-0.018271,0.23118,-0.260545,-0.241365,0.079435,0.036156,0.399058,0.020084,-0.26754,0.772409,0.240307,-0.285449,-0.125292,0.280897,-0.245865,-0.164349,0.04371,0.088241,0.138305,-0.15041,-0.33263,-0.064602,-0.113351,-0.013187,-0.199376,0.173282,0.126656,-0.222501,-0.017958,-0.347148,0.199747,0.111021,-0.043669,-0.561456,0.028001,0.396462,0.205222,-0.117445,-0.006734,-0.124044,-0.059872,0.076834,-0.054909,0.266616,0.133147,-0.042802,0.099616,0.119614
331,SRAM GX Eagle 12-speed XG-1275 Cassette + PC GX Eagle Chain Set,null,null,-0.012346,-0.458323,0.038304,-0.467941,-0.180899,0.972582,-0.296833,-0.265209,-0.778208,-0.481164,0.785895,0.168657,0.469865,0.785789,0.277711,-0.759186,0.279566,-0.671101,-0.162788,-0.013047,-0.207047,0.333332,0.172635,-0.42474,0.391516,1.08974,-0.103564,-0.42297,-0.429215,0.119605,-1.216938,-0.093266,0.235086,0.123263,-0.68757,-0.211179,1.468589,0.202071,-0.386285,0.227935,-0.409657,0.473669,0.951474,-0.8909,0.518862,-0.447055,-0.232286,0.718252,0.081784,0.342442,0.525968,0.609245,0.423472,0.234346,0.756852,0.821645,0.127877,0.133004,-0.448882,-0.241224,0.634243,-0.173421,-0.722771,-0.714978
338,Shimano SLX CS-HG81-10 Cassette + CN-HG95 10-speed Chain Set,null,null,-0.426041,-0.110705,-0.066702,-0.057139,0.038367,0.048804,-0.279813,0.033619,-0.050481,-0.54475,0.170399,0.20666,0.072092,0.086541,-0.095662,-0.540172,0.092452,0.3304,-0.276651,-0.228444,0.120955,0.049922,0.440424,0.085094,-0.09342,0.581797,0.100346,-0.199454,-0.217875,0.255894,-0.296786,-0.104916,0.136372,0.523426,0.130919,0.023229,-0.240365,-0.028921,-0.300751,0.00893,-0.033048,0.328924,0.194621,-0.096867,0.037808,-0.286188,0.100416,0.304632,-0.181771,-0.366888,0.170942,0.316885,0.055211,-0.095411,-0.22471,-0.003017,0.012293,0.059256,0.014052,0.309849,0.0501,-0.1074,-0.032442,-0.059489
341,Shimano 105 CS-5700 Cassette + CN-6701 10-speed Chain Set,null,null,-0.16597,0.181368,-0.136129,0.105521,0.140347,-0.030371,0.089346,0.065224,-0.064832,0.016858,-0.193316,0.002312,0.131545,0.223428,-0.110827,0.374419,-0.321928,0.073032,0.297885,0.021553,-0.2755,-0.266919,-0.135156,0.391858,0.119772,0.171054,0.296206,0.306462,-0.257,-0.103526,-0.022205,0.059217,0.043306,-0.020121,0.50177,0.05018,-0.269197,0.282149,0.209061,0.26555,-0.242068,0.082747,0.147931,0.024013,-0.004219,-0.13175,0.067402,0.321169,-0.194183,-0.071964,0.314608,0.489455,0.041785,0.164042,-0.0497,-0.028206,0.010794,0.101029,0.477087,-0.223588,0.04103,-0.145933,-0.119832,-0.380679
343,SRAM 9-speed PG-970 Cassette + PG-971 Chain Set,null,null,0.563849,0.337461,-0.453537,-0.714127,0.29761,0.317342,-0.417937,-0.27615,0.167988,-0.896364,-0.57537,0.313559,0.260997,0.48774,0.366167,0.527186,0.28337,0.473217,0.265677,-0.26429,0.05702,-0.087672,-0.41235,-0.568302,0.223741,0.557778,0.331609,-0.130417,0.338234,0.19639,-0.675491,0.269195,0.258597,-0.614905,0.729547,0.112427,-0.209767,-0.660554,-0.274721,-0.397321,-0.105863,-0.88575,0.616143,0.207485,0.206327,-0.481756,0.019026,0.465531,-0.40921,-0.824912,0.093741,0.95928,-0.141915,0.479466,0.214241,0.191185,0.984909,-0.452281,-1.041697,-0.188634,-0.241966,-0.096948,-0.111875,-0.119003
370,Shimano PD-T8000 XT Clipless/Platform Pedals,null,null,-0.12699,-0.08435,-0.37479,-0.655904,0.300552,-0.29401,-0.86077,-0.290325,-0.838188,0.145223,0.068565,0.272228,0.405944,0.655861,0.154119,0.054941,-0.389679,-0.422833,0.342105,0.092996,-0.097516,-0.029712,0.610425,0.624002,-0.063061,1.05069,-0.279818,-0.551422,-0.186847,-0.526063,-0.451482,0.789714,0.598445,-0.596271,0.254879,-0.132305,-0.092627,-0.522437,-0.529495,-0.361544,0.346334,-0.248251,0.308428,0.270603,0.397988,-0.642481,0.164945,0.230449,0.19123,0.105014,0.200058,0.154308,-0.546316,-0.03577,0.143785,0.089341,-0.104164,-0.601391,0.242034,-0.618778,-0.363467,-0.176722,-0.352875,-0.063877
372,Shimano PD-GR500 Platform Pedals,null,null,-0.114133,0.456189,-0.0546,-0.217188,-0.052214,0.03143,-0.005729,-0.128928,-0.205459,0.210396,-0.189566,-0.043727,0.310599,-0.094206,-0.032168,0.161143,-0.21674,0.205829,0.129583,0.117616,-0.228479,-0.05184,0.015467,-0.434726,-0.30114,0.413919,0.088926,0.055911,0.11604,0.05619,-0.178809,-0.085841,-0.087864,0.063801,-0.45711,-0.149687,0.160666,0.112421,0.204806,0.067536,-0.604537,-0.058611,-0.043842,-0.050319,0.066173,-0.159232,-0.00721,0.077678,0.073187,-0.293804,0.266827,0.19395,0.088239,-0.247333,0.083812,0.056656,0.035353,0.189303,-0.073122,-0.17192,-0.234075,-0.102883,-0.031683,-0.311396
