product_name_full,product_link,price,thumbnail,categories
SOURCE D|vide Hydration System,https://www.bike-components.de/en/SOURCE/D-vide-Hydration-System-p64633/,40.29 €,,"Backpacks, Bags & Panniers"
deuter Pulse Two Hip Bag - 2019 Model,https://www.bike-components.de/en/deuter/Pulse-Two-Hip-Bag-2019-Model-p65367/,25.17 €,,"Backpacks, Bags & Panniers"
deuter Pulse One Hip Bag - 2019 Model,https://www.bike-components.de/en/deuter/Pulse-One-Hip-Bag-2019-Model-p65368/,20.97 €,,"Backpacks, Bags & Panniers"
SILCA Capsule Premio Saddle Bag,https://www.bike-components.de/en/SILCA/Capsule-Premio-Saddle-Bag-p65523/,44.50 €,,"Backpacks, Bags & Panniers"
Racktime Schultergurt für Talis Fahrradtasche,https://www.bike-components.de/en/Racktime/Schultergurt-fuer-Talis-Fahrradtasche-p66303/,8.36 €,,"Backpacks, Bags & Panniers"
Racktime Schultergurt für Mia Fahrradtasche,https://www.bike-components.de/en/Racktime/Schultergurt-fuer-Mia-Fahrradtasche-p66304/,2.51 €,https://static.bike-components.de/cache/p/s1/6/6/Racktime-Schultergurt-fuer-Mia-Fahrradtasche-66304-0-1536587321.jpeg,"Backpacks, Bags & Panniers"
Racktime Schultergurt für Liva und Mare Fahrradtasche,https://www.bike-components.de/en/Racktime/Schultergurt-fuer-Liva-und-Mare-Fahrradtasche-p66305/,4.16 €,https://static.bike-components.de/cache/p/s1/6/6/Racktime-Schultergurt-fuer-Liva-und-Mare-Fahrradtasche-66305-0-1534517144.jpeg,"Backpacks, Bags & Panniers"
Ortlieb First Aid Kit Regular,https://www.bike-components.de/en/Ortlieb/First-Aid-Kit-Regular-p66579/,25.17 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-First-Aid-Kit-Regular-66579-0-1533890095.jpeg,"Backpacks, Bags & Panniers"
Ortlieb First Aid Kit Medium,https://www.bike-components.de/en/Ortlieb/First-Aid-Kit-Medium-p66582/,33.57 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-First-Aid-Kit-Medium-66582-0-1533890096.jpeg,"Backpacks, Bags & Panniers"
Ortlieb X-Lite Steckverschluss,https://www.bike-components.de/en/Ortlieb/X-Lite-Steckverschluss-p66583/,1.64 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-X-Lite-Steckverschluss-66583-0-1533890097.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Urban Strap,https://www.bike-components.de/en/Ortlieb/Urban-Strap-p66584/,15.08 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-Urban-Strap-66584-0-1533890097.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Velo-Pocket Urban Handlebar Bag,https://www.bike-components.de/en/Ortlieb/Velo-Pocket-Urban-Handlebar-Bag-p66585/,75.59 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-Velo-Pocket-Urban-Handlebar-Bag-66585-0-1536737124.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Ultimate Six Free Handlebar Bag,https://www.bike-components.de/en/Ortlieb/Ultimate-Six-Free-Handlebar-Bag-p66586/,62.98 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-Ultimate-Six-Free-Handlebar-Bag-66586-0-1533890099.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Commuter-Bag 2 QL3.1 Rear Pannier,https://www.bike-components.de/en/Ortlieb/Commuter-Bag-2-QL3-1-Rear-Pannier-p66588/,150.42 €,https://static.bike-components.de/cache/p/s1/6/6/Ortlieb-Commuter-Bag-2-QL3-1-Rear-Pannier-66588-0-1533890102.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Commuter-Bag 2 QL2.1 Rear Pannier,https://www.bike-components.de/en/Ortlieb/Commuter-Bag-2-QL2-1-Rear-Pannier-p66589/,142.02 €,,"Backpacks, Bags & Panniers"
Ortlieb E-Mate QL2.1 Rear Pannier,https://www.bike-components.de/en/Ortlieb/E-Mate-QL2-1-Rear-Pannier-p66595/,100.00 €,,"Backpacks, Bags & Panniers"
Ortlieb Travel Bag Rack-Pack Urban,https://www.bike-components.de/en/Ortlieb/Travel-Bag-Rack-Pack-Urban-p66605/,from  100.00€,,"Backpacks, Bags & Panniers"
Ortlieb Messenger Bag Pro - 2019 Model,https://www.bike-components.de/en/Ortlieb/Messenger-Bag-Pro-2019-Model-p66609/,116.81 €,,"Backpacks, Bags & Panniers"
Ortlieb Messenger Bag,https://www.bike-components.de/en/Ortlieb/Messenger-Bag-p66610/,91.60 €,,"Backpacks, Bags & Panniers"
Ortlieb Velocity Design Backpack,https://www.bike-components.de/en/Ortlieb/Velocity-Design-Backpack-p66611/,83.99 €,,"Backpacks, Bags & Panniers"
SP Connect Saddle Case Set Satteltasche und Halterung,https://www.bike-components.de/en/SP-Connect/Saddle-Case-Set-Satteltasche-und-Halterung-p66817/,33.61 €,,"Backpacks, Bags & Panniers"
NITTO Wire Guard Protect for Saddle Bags,https://www.bike-components.de/en/NITTO/Wire-Guard-Protect-for-Saddle-Bags-p67167/,29.40 €,,"Backpacks, Bags & Panniers"
Ergon BX4 Evo Backpack,https://www.bike-components.de/en/Ergon/BX4-Evo-Backpack-p67328/,167.23 €,,"Backpacks, Bags & Panniers"
Camelbak Women’s Chase Bike Vest,https://www.bike-components.de/en/Camelbak/Women-s-Chase-Bike-Vest-p67664/,71.39 €,,"Backpacks, Bags & Panniers"
Camelbak L.U.X.E. LR 14 Hydration Pack,https://www.bike-components.de/en/Camelbak/L-U-X-E-LR-14-Hydration-Pack-p67683/,100.00 €,,"Backpacks, Bags & Panniers"
Camelbak Rain Cover,https://www.bike-components.de/en/Camelbak/Rain-Cover-p67699/,12.56 €,,"Backpacks, Bags & Panniers"
Rixen & Kaul Rackpack 1 Gepäckträgertasche mit Rackpack Adapter,https://www.bike-components.de/en/Rixen-Kaul/Rackpack-1-Gepaecktraegertasche-mit-Rackpack-Adapter-p67733/,52.90 €,,"Backpacks, Bags & Panniers"
PRO Discover Top Tube Bag,https://www.bike-components.de/en/PRO/Discover-Top-Tube-Bag-p67805/,33.57 €,,"Backpacks, Bags & Panniers"
evoc FR Trail Protektor Rucksack Modell 2019,https://www.bike-components.de/en/evoc/FR-Trail-Protektor-Rucksack-Modell-2019-p67932/,159.66 €,,"Backpacks, Bags & Panniers"
evoc Mission Pro Rucksack,https://www.bike-components.de/en/evoc/Mission-Pro-Rucksack-p67937/,121.85 €,https://static.bike-components.de/cache/p/s1/6/7/evoc-Mission-Pro-Rucksack-67937-0-1539852774.jpeg,"Backpacks, Bags & Panniers"
evoc Mission Rucksack,https://www.bike-components.de/en/evoc/Mission-Rucksack-p67938/,79.83 €,https://static.bike-components.de/cache/p/s1/6/7/evoc-Mission-Rucksack-67938-0-1553775322.jpeg,"Backpacks, Bags & Panniers"
evoc Street Rucksack,https://www.bike-components.de/en/evoc/Street-Rucksack-p67947/,63.03 €,https://static.bike-components.de/cache/p/s1/6/7/evoc-Street-Rucksack-67947-0-1539852882.jpeg,"Backpacks, Bags & Panniers"
Leatt 2L Flat Clean Tech Water Bladder,https://www.bike-components.de/en/Leatt/2L-Flat-Clean-Tech-Water-Bladder-p68236/,23.45 €,https://static.bike-components.de/cache/p/s1/6/8/Leatt-2L-Flat-Clean-Tech-Water-Bladder-68236-0-1541589142.jpeg,"Backpacks, Bags & Panniers"
Leatt 2L Horizontal Flat Clean Tech Water Bladder,https://www.bike-components.de/en/Leatt/2L-Horizontal-Flat-Clean-Tech-Water-Bladder-p68237/,23.45 €,https://static.bike-components.de/cache/p/s1/6/8/Leatt-2L-Horizontal-Flat-Clean-Tech-Water-Bladder-68237-0-1541517584.jpeg,"Backpacks, Bags & Panniers"
Leatt 3L Flat Clean Tech Water Bladder,https://www.bike-components.de/en/Leatt/3L-Flat-Clean-Tech-Water-Bladder-p68247/,23.45 €,https://static.bike-components.de/cache/p/s1/6/8/Leatt-3L-Flat-Clean-Tech-Water-Bladder-68247-0-1541517596.jpeg,"Backpacks, Bags & Panniers"
Leatt DBX Enduro Lite WP 2.0 Protective Hydration Pack,https://www.bike-components.de/en/Leatt/DBX-Enduro-Lite-WP-2-0-Protective-Hydration-Pack-p68252/,133.61 €,https://static.bike-components.de/cache/p/s1/6/8/Leatt-DBX-Enduro-Lite-WP-2-0-Protective-Hydration-Pack-68252-0-1547202452.jpeg,"Backpacks, Bags & Panniers"
Syncros Speed iS 200 Saddle Bag,https://www.bike-components.de/en/Syncros/Speed-iS-200-Saddle-Bag-p68449/,16.76 €,https://static.bike-components.de/cache/p/s1/6/8/Syncros-Speed-iS-200-Saddle-Bag-68449-0-1543397772.jpeg,"Backpacks, Bags & Panniers"
deuter Speed Lite 16 Rucksack,https://www.bike-components.de/en/deuter/Speed-Lite-16-Rucksack-p68457/,50.38 €,https://static.bike-components.de/cache/p/s1/6/8/deuter-Speed-Lite-16-Rucksack-68457-0-1542200859.jpeg,"Backpacks, Bags & Panniers"
deuter Trans Alpine Pro 26 SL Rucksack,https://www.bike-components.de/en/deuter/Trans-Alpine-Pro-26-SL-Rucksack-p68458/,151.22 €,,"Backpacks, Bags & Panniers"
deuter Wash Bag Tour I Waschbeutel,https://www.bike-components.de/en/deuter/Wash-Bag-Tour-I-Waschbeutel-p68459/,13.40 €,,"Backpacks, Bags & Panniers"
deuter Wash Bag Tour II Waschbeutel,https://www.bike-components.de/en/deuter/Wash-Bag-Tour-II-Waschbeutel-p68460/,15.08 €,,"Backpacks, Bags & Panniers"
deuter Wash Center Lite I Kulturtasche,https://www.bike-components.de/en/deuter/Wash-Center-Lite-I-Kulturtasche-p68461/,16.76 €,,"Backpacks, Bags & Panniers"
Thule Pack 'n Pedal Commuter Backpack,https://www.bike-components.de/en/Thule/Pack-n-Pedal-Commuter-Backpack-p69124/,108.40 €,,"Backpacks, Bags & Panniers"
Thule Pack 'n Pedal Single Handlebar Mount,https://www.bike-components.de/en/Thule/Pack-n-Pedal-Single-Handlebar-Mount-p69127/,14.28 €,,"Backpacks, Bags & Panniers"
VAUDE Aqua Back Light Gepäckträgertaschen,https://www.bike-components.de/en/VAUDE/Aqua-Back-Light-Gepaecktraegertaschen-p69146/,96.64 €,,"Backpacks, Bags & Panniers"
VAUDE Aqua Front Light Vorderradtaschen,https://www.bike-components.de/en/VAUDE/Aqua-Front-Light-Vorderradtaschen-p69148/,83.18 €,,"Backpacks, Bags & Panniers"
VAUDE Bike Alpin 25+5 Rucksack,https://www.bike-components.de/en/VAUDE/Bike-Alpin-25-5-Rucksack-p69149/,88.24 €,,"Backpacks, Bags & Panniers"
VAUDE Bike Alpin 32+5 Rucksack,https://www.bike-components.de/en/VAUDE/Bike-Alpin-32-5-Rucksack-p69150/,96.64 €,,"Backpacks, Bags & Panniers"
VAUDE eBracket 28 Rucksack,https://www.bike-components.de/en/VAUDE/eBracket-28-Rucksack-p69154/,121.85 €,,"Backpacks, Bags & Panniers"
VAUDE Proof 28 Rucksack,https://www.bike-components.de/en/VAUDE/Proof-28-Rucksack-p69181/,125.21 €,,"Backpacks, Bags & Panniers"
VAUDE Trail Spacer 8 Rucksack,https://www.bike-components.de/en/VAUDE/Trail-Spacer-8-Rucksack-p69185/,88.24 €,,"Backpacks, Bags & Panniers"
Shimano Mouthpiece for HydraPak Water Bladder,https://www.bike-components.de/en/Shimano/Mouthpiece-for-HydraPak-Water-Bladder-p69337/,4.62 €,,"Backpacks, Bags & Panniers"
SKS Explorer Click Satteltasche,https://www.bike-components.de/en/SKS/Explorer-Click-Satteltasche-p69421/,from  18.91€,,"Backpacks, Bags & Panniers"
SKS Explorer Straps Satteltasche,https://www.bike-components.de/en/SKS/Explorer-Straps-Satteltasche-p69425/,from  17.64€,https://static.bike-components.de/cache/p/s1/6/9/SKS-Explorer-Straps-Satteltasche-69425-0-1547638914.jpeg,"Backpacks, Bags & Panniers"
SKS Racer Click Satteltasche,https://www.bike-components.de/en/SKS/Racer-Click-Satteltasche-p69427/,17.64 €,https://static.bike-components.de/cache/p/s1/6/9/SKS-Racer-Click-Satteltasche-69427-0-1547638922.jpeg,"Backpacks, Bags & Panniers"
SKS Racer Edge Rahmentasche,https://www.bike-components.de/en/SKS/Racer-Edge-Rahmentasche-p69428/,17.64 €,https://static.bike-components.de/cache/p/s1/6/9/SKS-Racer-Edge-Rahmentasche-69428-0-1547638926.jpeg,"Backpacks, Bags & Panniers"
SKS Traveller Click Satteltasche,https://www.bike-components.de/en/SKS/Traveller-Click-Satteltasche-p69431/,15.12 €,https://static.bike-components.de/cache/p/s1/6/9/SKS-Traveller-Click-Satteltasche-69431-0-1547638933.jpeg,"Backpacks, Bags & Panniers"
Thule Rail Pro Trinkrucksack,https://www.bike-components.de/en/Thule/Rail-Pro-Trinkrucksack-p69442/,142.02 €,https://static.bike-components.de/cache/p/s1/6/9/Thule-Rail-Pro-Trinkrucksack-69442-0-1550585695.jpeg,"Backpacks, Bags & Panniers"
Thule UpTake 4 L Trinkrucksack,https://www.bike-components.de/en/Thule/UpTake-4-L-Trinkrucksack-p69446/,57.13 €,https://static.bike-components.de/cache/p/s1/6/9/Thule-UpTake-4-L-Trinkrucksack-69446-0-1550819583.jpeg,"Backpacks, Bags & Panniers"
Thule UpTake 8 L Trinkrucksack,https://www.bike-components.de/en/Thule/UpTake-8-L-Trinkrucksack-p69448/,71.42 €,https://static.bike-components.de/cache/p/s1/6/9/Thule-UpTake-8-L-Trinkrucksack-69448-0-1550819587.jpeg,"Backpacks, Bags & Panniers"
Thule UpTake 12 L Trinkrucksack,https://www.bike-components.de/en/Thule/UpTake-12-L-Trinkrucksack-p69449/,78.98 €,https://static.bike-components.de/cache/p/s1/6/9/Thule-UpTake-12-L-Trinkrucksack-69449-0-1550819592.jpeg,"Backpacks, Bags & Panniers"
Thule UpTake Junior 6 L Trinkrucksack,https://www.bike-components.de/en/Thule/UpTake-Junior-6-L-Trinkrucksack-p69450/,50.41 €,https://static.bike-components.de/cache/p/s1/6/9/Thule-UpTake-Junior-6-L-Trinkrucksack-69450-0-1550819595.jpeg,"Backpacks, Bags & Panniers"
Thule Vital 3 L Trinkrucksack,https://www.bike-components.de/en/Thule/Vital-3-L-Trinkrucksack-p69661/,83.99 €,,"Backpacks, Bags & Panniers"
Thule Vital 6 L Trinkrucksack,https://www.bike-components.de/en/Thule/Vital-6-L-Trinkrucksack-p69662/,100.80 €,,"Backpacks, Bags & Panniers"
Thule Vital 8 L Trinkrucksack,https://www.bike-components.de/en/Thule/Vital-8-L-Trinkrucksack-p69663/,117.61 €,,"Backpacks, Bags & Panniers"
deuter Bike I 18 SL Rucksack,https://www.bike-components.de/en/deuter/Bike-I-18-SL-Rucksack-p69947/,67.18 €,,"Backpacks, Bags & Panniers"
deuter Bike I 20 Rucksack,https://www.bike-components.de/en/deuter/Bike-I-20-Rucksack-p69948/,67.18 €,,"Backpacks, Bags & Panniers"
deuter Organizer Belt Hüfttasche,https://www.bike-components.de/en/deuter/Organizer-Belt-Huefttasche-p69949/,18.45 €,,"Backpacks, Bags & Panniers"
deuter Speed Lite 20 Rucksack,https://www.bike-components.de/en/deuter/Speed-Lite-20-Rucksack-p69950/,54.58 €,,"Backpacks, Bags & Panniers"
VAUDE Green Core M Backpack,https://www.bike-components.de/en/VAUDE/Green-Core-M-Backpack-p70182/,209.24 €,,"Backpacks, Bags & Panniers"
VAUDE Green Core S Backpack,https://www.bike-components.de/en/VAUDE/Green-Core-S-Backpack-p70183/,150.42 €,,"Backpacks, Bags & Panniers"
Salsa EXP Dry Bag Packsack,https://www.bike-components.de/en/Salsa/EXP-Dry-Bag-Packsack-p70247/,50.00 €,,"Backpacks, Bags & Panniers"
Salsa EXP Anything Cradle Straps Spanngurte,https://www.bike-components.de/en/Salsa/EXP-Anything-Cradle-Straps-Spanngurte-p70248/,21.43 €,,"Backpacks, Bags & Panniers"
SOURCE Fuse 6 + 2L Hydration Pack,https://www.bike-components.de/en/SOURCE/Fuse-6-2L-Hydration-Pack-p70444/,56.29 €,,"Backpacks, Bags & Panniers"
SOURCE Tube Kit + Sawyer Filter,https://www.bike-components.de/en/SOURCE/Tube-Kit-Sawyer-Filter-p70445/,47.89 €,,"Backpacks, Bags & Panniers"
SOURCE Widepac 2 l Bladder + Filter,https://www.bike-components.de/en/SOURCE/Widepac-2-l-Bladder-Filter-p70446/,63.02 €,,"Backpacks, Bags & Panniers"
Burley Coho Dry Bag Packtasche,https://www.bike-components.de/en/Burley/Coho-Dry-Bag-Packtasche-p70494/,64.29 €,,"Backpacks, Bags & Panniers"
Ortlieb Atrack Hydration System,https://www.bike-components.de/en/Ortlieb/Atrack-Hydration-System-p70555/,33.61 €,https://static.bike-components.de/cache/p/s1/7/0/Ortlieb-Atrack-Hydration-System-70555-0-1551878871.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Attachment Kit for Atrack,https://www.bike-components.de/en/Ortlieb/Attachment-Kit-for-Atrack-p70556/,16.80 €,https://static.bike-components.de/cache/p/s1/7/0/Ortlieb-Attachment-Kit-for-Atrack-70556-0-1551878873.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Attachment Kit for Helmets,https://www.bike-components.de/en/Ortlieb/Attachment-Kit-for-Helmets-p70557/,12.60 €,https://static.bike-components.de/cache/p/s1/7/0/Ortlieb-Attachment-Kit-for-Helmets-70557-0-1551878873.jpeg,"Backpacks, Bags & Panniers"
Racktime Clamp-it Federklappe für Shine Evo Standard/Tour + I-Valo Tour/Deluxe,https://www.bike-components.de/en/Racktime/Clamp-it-Federklappe-fuer-Shine-Evo-Standard-Tour-I-Valo-Tour-Deluxe-p70564/,from  6.71€,https://static.bike-components.de/cache/p/s1/7/0/Racktime-Clamp-it-Federklappe-fuer-Shine-Evo-Standard-Tour-I-Valo-Tour-Deluxe-70564-0-1553180506.jpeg,"Backpacks, Bags & Panniers"
Endura DuraPak Backpack,https://www.bike-components.de/en/Endura/DuraPak-Backpack-p70860/,46.21 €,https://static.bike-components.de/cache/p/s1/7/0/Endura-DuraPak-Backpack-70860-0-1553842248.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Straps Set for Saddle-Bag Models as of 1998,https://www.bike-components.de/en/Ortlieb/Straps-Set-for-Saddle-Bag-Models-as-of-1998-p7708/,4.16 €,https://static.bike-components.de/cache/p/s1/7/7/Ortlieb-Straps-Set-for-Saddle-Bag-Models-as-of-1998-7708-0-1548140594.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Camera Insert for Ultimate,https://www.bike-components.de/en/Ortlieb/Camera-Insert-for-Ultimate-p7714/,20.13 €,https://static.bike-components.de/cache/p/s1/7/7/Ortlieb-Camera-Insert-for-Ultimate-7714-0-1481257177.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Map Pocket for Ultimate2-5,https://www.bike-components.de/en/Ortlieb/Map-Pocket-for-Ultimate2-5-p7715/,16.76 €,https://static.bike-components.de/cache/p/s1/7/7/Ortlieb-Map-Pocket-for-Ultimate2-5-7715-0-1547471345.jpeg,"Backpacks, Bags & Panniers"
Ortlieb Organizer for Messenger Bag,https://www.bike-components.de/en/Ortlieb/Organizer-for-Messenger-Bag-p7734/,13.40 €,https://static.bike-components.de/cache/p/s1/7/7/Ortlieb-Organizer-for-Messenger-Bag-7734-0-1481256893.jpeg,"Backpacks, Bags & Panniers"
Ortlieb A3 Internal Divider for Messenger Bags,https://www.bike-components.de/en/Ortlieb/A3-Internal-Divider-for-Messenger-Bags-p7735/,8.36 €,,"Backpacks, Bags & Panniers"
Ortlieb Hip Belt Pocket for Messenger Bag - Closeout,https://www.bike-components.de/en/Ortlieb/Hip-Belt-Pocket-for-Messenger-Bag-Closeout-p7736/,8.36 €,,"Backpacks, Bags & Panniers"
Ortlieb Velcro Fastener Extension,https://www.bike-components.de/en/Ortlieb/Velcro-Fastener-Extension-p7740/,3.32 €,,"Backpacks, Bags & Panniers"
Ortlieb Outer Pocket L,https://www.bike-components.de/en/Ortlieb/Outer-Pocket-L-p7762/,25.17 €,,"Backpacks, Bags & Panniers"
deuter Streamer Tube Brush,https://www.bike-components.de/en/deuter/Streamer-Tube-Brush-p9134/,14.24 €,,"Backpacks, Bags & Panniers"
Garmin Edge 820 GPS Bike Computer,https://www.bike-components.de/en/Garmin/Edge-820-GPS-Bike-Computer-p51470/,234.45 €,https://static.bike-components.de/cache/p/s1/5/1/Garmin-Edge-820-GPS-Bike-Computer-51470-0-1481257106.jpeg,GPS & Bicycle Computers
Garmin Edge Explore GPS Bicycle Computer,https://www.bike-components.de/en/Garmin/Edge-Explore-GPS-Bicycle-Computer-p66233/,167.23 €,https://static.bike-components.de/cache/p/s1/6/6/Garmin-Edge-Explore-GPS-Bicycle-Computer-66233-0-1533890230.jpeg,GPS & Bicycle Computers
Wahoo ELEMNT Roam GPS Trainingscomputer,https://www.bike-components.de/en/Wahoo/ELEMNT-Roam-GPS-Trainingscomputer-p71100/,294.11 €,https://static.bike-components.de/cache/p/s1/7/1/Wahoo-ELEMNT-Roam-GPS-Trainingscomputer-71100-0-1557998815.jpeg,GPS & Bicycle Computers
Garmin Forerunner® 645 GPS Smartwatch,https://www.bike-components.de/en/Garmin/Forerunner-645-GPS-Smartwatch-p63127/,from 251.26€,https://static.bike-components.de/cache/p/s1/6/3/Garmin-Forerunner-645-GPS-Smartwatch-63127-0-1531308906.jpeg,GPS & Bicycle Computers
Garmin Edge 530 GPS Trainingscomputer + Navigationssystem,https://www.bike-components.de/en/Garmin/Edge-530-GPS-Trainingscomputer-Navigationssystem-p71218/,251.26 €,https://static.bike-components.de/cache/p/s1/7/1/Garmin-Edge-530-GPS-Trainingscomputer-Navigationssystem-71218-0-1556632528.jpeg,GPS & Bicycle Computers
Sigma Rox 12.0 Sport GPS Bicycle Computer,https://www.bike-components.de/en/Sigma/Rox-12-0-Sport-GPS-Bicycle-Computer-p65464/,251.26 €,https://static.bike-components.de/cache/p/s1/6/5/Sigma-Rox-12-0-Sport-GPS-Bicycle-Computer-65464-0-1528467029.jpeg,GPS & Bicycle Computers
Garmin Edge 830 GPS Trainingscomputer + Navigationssystem,https://www.bike-components.de/en/Garmin/Edge-830-GPS-Trainingscomputer-Navigationssystem-p71221/,335.29 €,https://static.bike-components.de/cache/p/s1/7/1/Garmin-Edge-830-GPS-Trainingscomputer-Navigationssystem-71221-0-1556632529.jpeg,GPS & Bicycle Computers
Wahoo ELEMNT Bolt GPS Bike Computer,https://www.bike-components.de/en/Wahoo/ELEMNT-Bolt-GPS-Bike-Computer-p56703/,201.67 €,https://static.bike-components.de/cache/p/s1/5/6/Wahoo-ELEMNT-Bolt-GPS-Bike-Computer-56703-0-1490098701.jpeg,GPS & Bicycle Computers
Garmin Edge 520 Plus GPS Bike Computer,https://www.bike-components.de/en/Garmin/Edge-520-Plus-GPS-Bike-Computer-p64908/,192.44 €,https://static.bike-components.de/cache/p/s1/6/4/Garmin-Edge-520-Plus-GPS-Bike-Computer-64908-0-1531145337.jpeg,GPS & Bicycle Computers
Garmin Speed and Cadence Sensor Set - ANT+,https://www.bike-components.de/en/Garmin/Speed-and-Cadence-Sensor-Set-ANT-p39846/,58.82 €,,GPS & Bicycle Computers
Garmin Edge 1030 GPS Bike Computer Bundle,https://www.bike-components.de/en/Garmin/Edge-1030-GPS-Bike-Computer-Bundle-p59594/,486.55 €,,GPS & Bicycle Computers
tune Porteur Mount for Garmin / Di2 / Geiles Teil 4.0,https://www.bike-components.de/en/tune/Porteur-Mount-for-Garmin-Di2-Geiles-Teil-4-0-p49640/,79.79 €,,GPS & Bicycle Computers
Wahoo ELEMNT Bolt GPS Bike Computer + TICKR + RPM Bundle,https://www.bike-components.de/en/Wahoo/ELEMNT-Bolt-GPS-Bike-Computer-TICKR-RPM-Bundle-p56711/,276.47 €,,GPS & Bicycle Computers
Garmin Edge 1030 GPS Bike Computer,https://www.bike-components.de/en/Garmin/Edge-1030-GPS-Bike-Computer-p59593/,452.94 €,,GPS & Bicycle Computers
Garmin Premim Heart Rate Monitor ANT+ with Sender - Chest Strap,https://www.bike-components.de/en/Garmin/Premim-Heart-Rate-Monitor-ANT-with-Sender-Chest-Strap-p36050/,41.97 €,,GPS & Bicycle Computers
Sigma BC 9.16 ATS Bike Computer - 2017 Model,https://www.bike-components.de/en/Sigma/BC-9-16-ATS-Bike-Computer-2017-Model-p52307/,20.97 €,,GPS & Bicycle Computers
Garmin Forerunner® 235 GPS Watch,https://www.bike-components.de/en/Garmin/Forerunner-235-GPS-Watch-p46849/,167.23 €,,GPS & Bicycle Computers
SRM PowerControl 8 GPS Bicycle Computer,https://www.bike-components.de/en/SRM/PowerControl-8-GPS-Bicycle-Computer-p52980/,646.22 €,,GPS & Bicycle Computers
Garmin Forerunner® 935 GPS Trainings Watch,https://www.bike-components.de/en/Garmin/Forerunner-935-GPS-Trainings-Watch-p56948/,335.29 €,,GPS & Bicycle Computers
Sigma MySpeedy Bicycle Computer,https://www.bike-components.de/en/Sigma/MySpeedy-Bicycle-Computer-p44592/,17.61 €,,GPS & Bicycle Computers
Sigma BC 5.16 Bicycle Computer,https://www.bike-components.de/en/Sigma/BC-5-16-Bicycle-Computer-p52289/,10.04 €,,GPS & Bicycle Computers
Sigma BC 7.16 ATS Wireless Bicycle Computer,https://www.bike-components.de/en/Sigma/BC-7-16-ATS-Wireless-Bicycle-Computer-p52302/,18.45 €,,GPS & Bicycle Computers
Sigma BC 14.16 STS Wireless Bike Computer,https://www.bike-components.de/en/Sigma/BC-14-16-STS-Wireless-Bike-Computer-p52326/,41.97 €,,GPS & Bicycle Computers
K-EDGE Insert Kit for Wahoo ELEMNT Mount,https://www.bike-components.de/en/K-EDGE/Insert-Kit-for-Wahoo-ELEMNT-Mount-p54125/,4.62 €,,GPS & Bicycle Computers
Garmin Edge 130 GPS Bike Computer,https://www.bike-components.de/en/Garmin/Edge-130-GPS-Bike-Computer-p64902/,125.21 €,https://static.bike-components.de/cache/p/s1/6/4/Garmin-Edge-130-GPS-Bike-Computer-64902-0-1531233073.jpeg,GPS & Bicycle Computers
Sigma Rox 12.0 Sport GPS Bicycle Computer Bundle,https://www.bike-components.de/en/Sigma/Rox-12-0-Sport-GPS-Bicycle-Computer-Bundle-p65465/,318.49 €,https://static.bike-components.de/cache/p/s1/6/5/Sigma-Rox-12-0-Sport-GPS-Bicycle-Computer-Bundle-65465-0-1528467030.jpeg,GPS & Bicycle Computers
Sigma Universal Bracket with Cable for BC 509/1009/1609/5.12 to 16.12,https://www.bike-components.de/en/Sigma/Universal-Bracket-with-Cable-for-BC-509-1009-1609-5-12-to-16-12-p23037/,5.00 €,https://static.bike-components.de/cache/p/s1/2/3/Sigma-Universal-Bracket-with-Cable-for-BC-509-1009-1609-5-12-to-16-12-23037-0-1481268729.jpeg,GPS & Bicycle Computers
Garmin ANT+ Speed Sensor,https://www.bike-components.de/en/Garmin/ANT-Speed-Sensor-p39988/,29.37 €,https://static.bike-components.de/cache/p/s1/3/9/Garmin-ANT-Speed-Sensor-39988-0-1481263975.jpeg,GPS & Bicycle Computers
Garmin ANT+ Cadence Sensor,https://www.bike-components.de/en/Garmin/ANT-Cadence-Sensor-p40092/,29.37 €,https://static.bike-components.de/cache/p/s1/4/0/Garmin-ANT-Cadence-Sensor-40092-0-1481266502.jpeg,GPS & Bicycle Computers
K-EDGE Gravity Cap Computer Mount for Garmin Edge,https://www.bike-components.de/en/K-EDGE/Gravity-Cap-Computer-Mount-for-Garmin-Edge-p43893/,20.97 €,https://static.bike-components.de/cache/p/s1/4/3/K-EDGE-Gravity-Cap-Computer-Mount-for-Garmin-Edge-43893-0-1481259339.jpeg,GPS & Bicycle Computers
